file,BsLARVcov,BtiLARVcov,models,seed
wu20181002_LSM_Fillinger2006_test_289.xml,BsLARVcov20,BtiLARVcov30,base,3
wu20181002_LSM_Fillinger2006_test_290.xml,BsLARVcov30,BtiLARVcov30,base,3
wu20181002_LSM_Fillinger2006_test_291.xml,BsLARVcov40,BtiLARVcov30,base,3
wu20181002_LSM_Fillinger2006_test_292.xml,BsLARVcov50,BtiLARVcov30,base,3
wu20181002_LSM_Fillinger2006_test_293.xml,BsLARVcov60,BtiLARVcov30,base,3
wu20181002_LSM_Fillinger2006_test_294.xml,BsLARVcov70,BtiLARVcov30,base,3
wu20181002_LSM_Fillinger2006_test_295.xml,BsLARVcov80,BtiLARVcov30,base,3
wu20181002_LSM_Fillinger2006_test_296.xml,BsLARVcov90,BtiLARVcov30,base,3
wu20181002_LSM_Fillinger2006_test_297.xml,BsLARVcov0,BtiLARVcov40,base,3
wu20181002_LSM_Fillinger2006_test_298.xml,BsLARVcov10,BtiLARVcov40,base,3
wu20181002_LSM_Fillinger2006_test_299.xml,BsLARVcov100,BtiLARVcov40,base,3
wu20181002_LSM_Fillinger2006_test_300.xml,BsLARVcov20,BtiLARVcov40,base,3
wu20181002_LSM_Fillinger2006_test_301.xml,BsLARVcov30,BtiLARVcov40,base,3
wu20181002_LSM_Fillinger2006_test_302.xml,BsLARVcov40,BtiLARVcov40,base,3
wu20181002_LSM_Fillinger2006_test_303.xml,BsLARVcov50,BtiLARVcov40,base,3
wu20181002_LSM_Fillinger2006_test_304.xml,BsLARVcov60,BtiLARVcov40,base,3
wu20181002_LSM_Fillinger2006_test_305.xml,BsLARVcov70,BtiLARVcov40,base,3
wu20181002_LSM_Fillinger2006_test_306.xml,BsLARVcov80,BtiLARVcov40,base,3
wu20181002_LSM_Fillinger2006_test_307.xml,BsLARVcov90,BtiLARVcov40,base,3
wu20181002_LSM_Fillinger2006_test_308.xml,BsLARVcov0,BtiLARVcov50,base,3
wu20181002_LSM_Fillinger2006_test_309.xml,BsLARVcov10,BtiLARVcov50,base,3
wu20181002_LSM_Fillinger2006_test_310.xml,BsLARVcov100,BtiLARVcov50,base,3
wu20181002_LSM_Fillinger2006_test_311.xml,BsLARVcov20,BtiLARVcov50,base,3
wu20181002_LSM_Fillinger2006_test_312.xml,BsLARVcov30,BtiLARVcov50,base,3
wu20181002_LSM_Fillinger2006_test_313.xml,BsLARVcov40,BtiLARVcov50,base,3
wu20181002_LSM_Fillinger2006_test_314.xml,BsLARVcov50,BtiLARVcov50,base,3
wu20181002_LSM_Fillinger2006_test_315.xml,BsLARVcov60,BtiLARVcov50,base,3
wu20181002_LSM_Fillinger2006_test_316.xml,BsLARVcov70,BtiLARVcov50,base,3
wu20181002_LSM_Fillinger2006_test_317.xml,BsLARVcov80,BtiLARVcov50,base,3
wu20181002_LSM_Fillinger2006_test_318.xml,BsLARVcov90,BtiLARVcov50,base,3
wu20181002_LSM_Fillinger2006_test_319.xml,BsLARVcov0,BtiLARVcov60,base,3
wu20181002_LSM_Fillinger2006_test_320.xml,BsLARVcov10,BtiLARVcov60,base,3
wu20181002_LSM_Fillinger2006_test_321.xml,BsLARVcov100,BtiLARVcov60,base,3
wu20181002_LSM_Fillinger2006_test_322.xml,BsLARVcov20,BtiLARVcov60,base,3
wu20181002_LSM_Fillinger2006_test_323.xml,BsLARVcov30,BtiLARVcov60,base,3
wu20181002_LSM_Fillinger2006_test_324.xml,BsLARVcov40,BtiLARVcov60,base,3
wu20181002_LSM_Fillinger2006_test_325.xml,BsLARVcov50,BtiLARVcov60,base,3
wu20181002_LSM_Fillinger2006_test_326.xml,BsLARVcov60,BtiLARVcov60,base,3
wu20181002_LSM_Fillinger2006_test_327.xml,BsLARVcov70,BtiLARVcov60,base,3
wu20181002_LSM_Fillinger2006_test_328.xml,BsLARVcov80,BtiLARVcov60,base,3
wu20181002_LSM_Fillinger2006_test_329.xml,BsLARVcov90,BtiLARVcov60,base,3
wu20181002_LSM_Fillinger2006_test_330.xml,BsLARVcov0,BtiLARVcov70,base,3
wu20181002_LSM_Fillinger2006_test_331.xml,BsLARVcov10,BtiLARVcov70,base,3
wu20181002_LSM_Fillinger2006_test_332.xml,BsLARVcov100,BtiLARVcov70,base,3
wu20181002_LSM_Fillinger2006_test_333.xml,BsLARVcov20,BtiLARVcov70,base,3
wu20181002_LSM_Fillinger2006_test_334.xml,BsLARVcov30,BtiLARVcov70,base,3
wu20181002_LSM_Fillinger2006_test_335.xml,BsLARVcov40,BtiLARVcov70,base,3
wu20181002_LSM_Fillinger2006_test_336.xml,BsLARVcov50,BtiLARVcov70,base,3
wu20181002_LSM_Fillinger2006_test_337.xml,BsLARVcov60,BtiLARVcov70,base,3
wu20181002_LSM_Fillinger2006_test_338.xml,BsLARVcov70,BtiLARVcov70,base,3
wu20181002_LSM_Fillinger2006_test_339.xml,BsLARVcov80,BtiLARVcov70,base,3
wu20181002_LSM_Fillinger2006_test_340.xml,BsLARVcov90,BtiLARVcov70,base,3
wu20181002_LSM_Fillinger2006_test_341.xml,BsLARVcov0,BtiLARVcov80,base,3
wu20181002_LSM_Fillinger2006_test_342.xml,BsLARVcov10,BtiLARVcov80,base,3
wu20181002_LSM_Fillinger2006_test_343.xml,BsLARVcov100,BtiLARVcov80,base,3
wu20181002_LSM_Fillinger2006_test_344.xml,BsLARVcov20,BtiLARVcov80,base,3
wu20181002_LSM_Fillinger2006_test_345.xml,BsLARVcov30,BtiLARVcov80,base,3
wu20181002_LSM_Fillinger2006_test_346.xml,BsLARVcov40,BtiLARVcov80,base,3
wu20181002_LSM_Fillinger2006_test_347.xml,BsLARVcov50,BtiLARVcov80,base,3
wu20181002_LSM_Fillinger2006_test_348.xml,BsLARVcov60,BtiLARVcov80,base,3
wu20181002_LSM_Fillinger2006_test_349.xml,BsLARVcov70,BtiLARVcov80,base,3
wu20181002_LSM_Fillinger2006_test_350.xml,BsLARVcov80,BtiLARVcov80,base,3
wu20181002_LSM_Fillinger2006_test_351.xml,BsLARVcov90,BtiLARVcov80,base,3
wu20181002_LSM_Fillinger2006_test_352.xml,BsLARVcov0,BtiLARVcov90,base,3
wu20181002_LSM_Fillinger2006_test_353.xml,BsLARVcov10,BtiLARVcov90,base,3
wu20181002_LSM_Fillinger2006_test_354.xml,BsLARVcov100,BtiLARVcov90,base,3
wu20181002_LSM_Fillinger2006_test_355.xml,BsLARVcov20,BtiLARVcov90,base,3
wu20181002_LSM_Fillinger2006_test_356.xml,BsLARVcov30,BtiLARVcov90,base,3
wu20181002_LSM_Fillinger2006_test_357.xml,BsLARVcov40,BtiLARVcov90,base,3
wu20181002_LSM_Fillinger2006_test_358.xml,BsLARVcov50,BtiLARVcov90,base,3
wu20181002_LSM_Fillinger2006_test_359.xml,BsLARVcov60,BtiLARVcov90,base,3
wu20181002_LSM_Fillinger2006_test_360.xml,BsLARVcov70,BtiLARVcov90,base,3
wu20181002_LSM_Fillinger2006_test_361.xml,BsLARVcov80,BtiLARVcov90,base,3
wu20181002_LSM_Fillinger2006_test_362.xml,BsLARVcov90,BtiLARVcov90,base,3
