seed,EIR,SeasonID,SeasonID_label,Duration_yr,developmentDuration,femaleEggsLaidByOviposit,developmentSurvival,LARVcov,red_simulated.EIR,red_PR,red_Nv0,red_Nv,red_simulated.EIR_cum,red_PR_cum,red_Nv0_cum,red_Nv_cum,Seasonality_grp,EIRlabel
1,3,2-2,"High seasonality,
two transmission seasons",1,11,99,60,100,83.8463332969698,81.2879708383961,-4.376966021481,-4.31860459497983,83.8463332969698,81.2879708383961,-4.376966021481,-4.31860459497983,Mid of rain,EIR 3
1,10,0,No seasonality,1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 10
1,10,0,No seasonality,1,11,99,60,20,4.2178037034714,2.95178008111761,2.10378830497501,2.12970667776159,4.2178037034714,2.95178008111761,2.10378830497501,2.12970667776159,Mid of rain,EIR 10
1,10,0,No seasonality,1,11,99,60,40,9.99323980569668,6.1964849031095,3.15302883951981,3.19268196842568,9.99323980569668,6.1964849031095,3.15302883951981,3.19268196842568,Mid of rain,EIR 10
1,10,0,No seasonality,1,11,99,60,60,18.1277746416052,10.1397025687246,3.82731315876066,3.8679125349606,18.1277746416052,10.1397025687246,3.82731315876066,3.8679125349606,Mid of rain,EIR 10
1,10,0,No seasonality,1,11,99,60,80,21.3371246175612,12.9788192879676,3.94964494591927,3.96268173728128,21.3371246175612,12.9788192879676,3.94964494591927,3.96268173728128,Mid of rain,EIR 10
1,10,0,No seasonality,1,11,99,60,100,37.588771108184,28.9319513294277,3.41865599558438,3.45127476134341,37.588771108184,28.9319513294277,3.41865599558438,3.45127476134341,Mid of rain,EIR 10
1,10,1-1,"Medium seasonality,
one transmission season",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 10
1,10,1-1,"Medium seasonality,
one transmission season",1,11,99,60,20,12.1140485428133,10.4387291981846,-0.347021293402911,-0.327540975090258,12.1140485428133,10.4387291981846,-0.347021293402911,-0.327540975090258,Mid of rain,EIR 10
1,10,1-1,"Medium seasonality,
one transmission season",1,11,99,60,40,19.7103672290896,17.4357034795764,1.02985779291519,1.03535156757318,19.7103672290896,17.4357034795764,1.02985779291519,1.03535156757318,Mid of rain,EIR 10
1,10,1-1,"Medium seasonality,
one transmission season",1,11,99,60,60,29.4820896869079,26.4750378214826,0.151741444336062,0.163640614041923,29.4820896869079,26.4750378214826,0.151741444336062,0.163640614041923,Mid of rain,EIR 10
1,10,1-1,"Medium seasonality,
one transmission season",1,11,99,60,80,45.963728232428,38.5022692889561,0.828699340677924,0.84989220499233,45.963728232428,38.5022692889561,0.828699340677924,0.84989220499233,Mid of rain,EIR 10
1,10,1-1,"Medium seasonality,
one transmission season",1,11,99,60,100,62.2535414598935,56.732223903177,-0.237899722052291,-0.237408763864,62.2535414598935,56.732223903177,-0.237899722052291,-0.237408763864,Mid of rain,EIR 10
1,10,2-1,"High seasonality,
one transmission season",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 10
1,10,2-1,"High seasonality,
one transmission season",1,11,99,60,20,5.22252119799902,9.0433873497125,-2.3621900626392,-2.36182891740417,5.22252119799902,9.0433873497125,-2.3621900626392,-2.36182891740417,Mid of rain,EIR 10
1,10,2-1,"High seasonality,
one transmission season",1,11,99,60,40,26.2770811950401,25.405122843701,-5.79021458204542,-5.79957181623553,26.2770811950401,25.405122843701,-5.79021458204542,-5.79957181623553,Mid of rain,EIR 10
1,10,2-1,"High seasonality,
one transmission season",1,11,99,60,60,43.9136083294035,41.4532148457919,0.954856585307717,0.940231546507027,43.9136083294035,41.4532148457919,0.954856585307717,0.940231546507027,Mid of rain,EIR 10
1,10,2-1,"High seasonality,
one transmission season",1,11,99,60,80,58.4476453345909,58.4422373235755,-2.02739440343808,-2.02023645562025,58.4476453345909,58.4422373235755,-2.02739440343808,-2.02023645562025,Mid of rain,EIR 10
1,10,2-1,"High seasonality,
one transmission season",1,11,99,60,100,71.4912341535133,69.5243073706221,-2.49141597336531,-2.49751135232432,71.4912341535133,69.5243073706221,-2.49141597336531,-2.49751135232432,Mid of rain,EIR 10
1,10,2-2,"High seasonality,
two transmission seasons",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 10
1,10,2-2,"High seasonality,
two transmission seasons",1,11,99,60,20,8.24045106668787,7.92079207920793,-3.15106492424506,-3.11933362333697,8.24045106668787,7.92079207920793,-3.15106492424506,-3.11933362333697,Mid of rain,EIR 10
1,10,2-2,"High seasonality,
two transmission seasons",1,11,99,60,40,16.6290188592538,17.6732673267327,-6.23680481701102,-6.21476348193866,16.6290188592538,17.6732673267327,-6.23680481701102,-6.21476348193866,Mid of rain,EIR 10
1,10,2-2,"High seasonality,
two transmission seasons",1,11,99,60,60,30.8832210969122,32.029702970297,-2.64708388428318,-2.64491926557297,30.8832210969122,32.029702970297,-2.64708388428318,-2.64491926557297,Mid of rain,EIR 10
1,10,2-2,"High seasonality,
two transmission seasons",1,11,99,60,80,58.8850592997154,56.8316831683168,0.154844519061548,0.160219828495863,58.8850592997154,56.8316831683168,0.154844519061548,0.160219828495863,Mid of rain,EIR 10
1,10,2-2,"High seasonality,
two transmission seasons",1,11,99,60,100,72.0120897184368,70.990099009901,-4.28567972220557,-4.2619766475293,72.0120897184368,70.990099009901,-4.28567972220557,-4.2619766475293,Mid of rain,EIR 10
1,90,0,No seasonality,1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 90
1,90,0,No seasonality,1,11,99,60,20,-1.4507831443738,-0.118530225207437,-0.782859343280463,-0.754414321251033,-1.4507831443738,-0.118530225207437,-0.782859343280463,-0.754414321251033,Mid of rain,EIR 90
1,90,0,No seasonality,1,11,99,60,40,1.39589750311291,-1.06677202686687,2.05136065739248,2.04013500474308,1.39589750311291,-1.06677202686687,2.05136065739248,2.04013500474308,Mid of rain,EIR 90
1,90,0,No seasonality,1,11,99,60,60,-2.21426698997312,-1.04701698933227,-1.96275623315301,-1.95504456052211,-2.21426698997312,-1.04701698933227,-1.96275623315301,-1.95504456052211,Mid of rain,EIR 90
1,90,0,No seasonality,1,11,99,60,80,-0.0991218297398202,-2.62741999209798,1.14288491519023,1.17253817873879,-0.0991218297398202,-2.62741999209798,1.14288491519023,1.17253817873879,Mid of rain,EIR 90
1,90,0,No seasonality,1,11,99,60,100,3.68880660593749,-0.809956538917423,0.53872985370923,0.540263251106379,3.68880660593749,-0.809956538917423,0.53872985370923,0.540263251106379,Mid of rain,EIR 90
1,90,1-1,"Medium seasonality,
one transmission season",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 90
1,90,1-1,"Medium seasonality,
one transmission season",1,11,99,60,20,1.27745820298044,1.77427304090685,-0.427468669643382,-0.419242062039211,1.27745820298044,1.77427304090685,-0.427468669643382,-0.419242062039211,Mid of rain,EIR 90
1,90,1-1,"Medium seasonality,
one transmission season",1,11,99,60,40,3.62414639889662,1.35534746180385,1.04811053263509,1.04882303534124,3.62414639889662,1.35534746180385,1.04811053263509,1.04882303534124,Mid of rain,EIR 90
1,90,1-1,"Medium seasonality,
one transmission season",1,11,99,60,60,10.0151377535574,3.84425825529818,-0.852145085506437,-0.860020531374956,10.0151377535574,3.84425825529818,-0.852145085506437,-0.860020531374956,Mid of rain,EIR 90
1,90,1-1,"Medium seasonality,
one transmission season",1,11,99,60,80,10.5540417801998,7.76244455396747,0.950635491576278,0.969856208587283,10.5540417801998,7.76244455396747,0.950635491576278,0.969856208587283,Mid of rain,EIR 90
1,90,1-1,"Medium seasonality,
one transmission season",1,11,99,60,100,34.4178692770882,26.8851651059635,-3.31085145971413,-3.29937759782913,34.4178692770882,26.8851651059635,-3.31085145971413,-3.29937759782913,Mid of rain,EIR 90
1,90,2-1,"High seasonality,
one transmission season",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 90
1,90,2-1,"High seasonality,
one transmission season",1,11,99,60,20,-3.63172817934338,-0.684931506849326,2.23841260066073,2.22651173457687,-3.63172817934338,-0.684931506849326,2.23841260066073,2.22651173457687,Mid of rain,EIR 90
1,90,2-1,"High seasonality,
one transmission season",1,11,99,60,40,2.45056548742372,2.27272727272726,1.03805144852278,1.01960859261524,2.45056548742372,2.27272727272726,1.03805144852278,1.01960859261524,Mid of rain,EIR 90
1,90,2-1,"High seasonality,
one transmission season",1,11,99,60,60,10.1245748688483,9.71357409713574,1.64606046688831,1.6311826312973,10.1245748688483,9.71357409713574,1.64606046688831,1.6311826312973,Mid of rain,EIR 90
1,90,2-1,"High seasonality,
one transmission season",1,11,99,60,80,33.7146101134677,27.5840597758406,2.159084385389,2.14528705756441,33.7146101134677,27.5840597758406,2.159084385389,2.14528705756441,Mid of rain,EIR 90
1,90,2-1,"High seasonality,
one transmission season",1,11,99,60,100,56.5253967976453,50.6226650062267,4.21326764400421,4.17590398287593,56.5253967976453,50.6226650062267,4.21326764400421,4.17590398287593,Mid of rain,EIR 90
1,90,2-2,"High seasonality,
two transmission seasons",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 90
1,90,2-2,"High seasonality,
two transmission seasons",1,11,99,60,20,-2.35617678288568,1.46028037383178,-1.61034045097207,-1.65971978926896,-2.35617678288568,1.46028037383178,-1.61034045097207,-1.65971978926896,Mid of rain,EIR 90
1,90,2-2,"High seasonality,
two transmission seasons",1,11,99,60,40,5.29722014308344,6.51285046728972,-2.25613908328565,-2.29296067947337,5.29722014308344,6.51285046728972,-2.25613908328565,-2.29296067947337,Mid of rain,EIR 90
1,90,2-2,"High seasonality,
two transmission seasons",1,11,99,60,60,8.19787985865725,7.97313084112149,-0.31794393061182,-0.3369208252432,8.19787985865725,7.97313084112149,-0.31794393061182,-0.3369208252432,Mid of rain,EIR 90
1,90,2-2,"High seasonality,
two transmission seasons",1,11,99,60,80,29.8581350415151,27.8913551401869,-2.14839941046898,-2.17868918480877,29.8581350415151,27.8913551401869,-2.14839941046898,-2.17868918480877,Mid of rain,EIR 90
1,90,2-2,"High seasonality,
two transmission seasons",1,11,99,60,100,48.87813538965,46.4661214953271,-4.36345674907527,-4.38848379080131,48.87813538965,46.4661214953271,-4.36345674907527,-4.38848379080131,Mid of rain,EIR 90
2,3,0,No seasonality,1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 3
2,3,0,No seasonality,1,11,99,60,20,10.9099987517164,6.46492434662998,0.526657997399214,0.540907932372346,10.9099987517164,6.46492434662998,0.526657997399214,0.540907932372346,Mid of rain,EIR 3
2,3,0,No seasonality,1,11,99,60,40,13.1898827791033,10.9697386519945,-0.197009102730817,-0.190450567811727,13.1898827791033,10.9697386519945,-0.197009102730817,-0.190450567811727,Mid of rain,EIR 3
2,3,0,No seasonality,1,11,99,60,60,27.324692698483,21.939477303989,-1.23146944083225,-1.21775084251366,27.324692698483,21.939477303989,-1.23146944083225,-1.21775084251366,Mid of rain,EIR 3
2,3,0,No seasonality,1,11,99,60,80,36.3104504890681,32.2558459422283,0.33094928478543,0.355413327291771,36.3104504890681,32.2558459422283,0.33094928478543,0.355413327291771,Mid of rain,EIR 3
2,3,0,No seasonality,1,11,99,60,100,59.7541587863857,54.5392022008253,1.38426527958387,1.37775763926256,59.7541587863857,54.5392022008253,1.38426527958387,1.37775763926256,Mid of rain,EIR 3
2,3,1-1,"Medium seasonality,
one transmission season",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 3
2,3,1-1,"Medium seasonality,
one transmission season",1,11,99,60,20,32.3455295195706,24.6992782678428,1.58050042443106,1.56852285788675,32.3455295195706,24.6992782678428,1.58050042443106,1.56852285788675,Mid of rain,EIR 3
2,3,1-1,"Medium seasonality,
one transmission season",1,11,99,60,40,40.2548599293101,37.7706495589415,2.68536858132236,2.71221098220011,40.2548599293101,37.7706495589415,2.68536858132236,2.71221098220011,Mid of rain,EIR 3
2,3,1-1,"Medium seasonality,
one transmission season",1,11,99,60,60,50.8548239298338,48.2758620689655,-0.537612676340991,-0.524534364621239,50.8548239298338,48.2758620689655,-0.537612676340991,-0.524534364621239,Mid of rain,EIR 3
2,3,1-1,"Medium seasonality,
one transmission season",1,11,99,60,80,70.5606918444823,70.2485966319166,0.609024886481552,0.603278022264134,70.5606918444823,70.2485966319166,0.609024886481552,0.603278022264134,Mid of rain,EIR 3
2,3,1-1,"Medium seasonality,
one transmission season",1,11,99,60,100,79.0855314831784,75.2205292702486,-0.00494046736819833,0.00635029497120141,79.0855314831784,75.2205292702486,-0.00494046736819833,0.00635029497120141,Mid of rain,EIR 3
2,3,2-1,"High seasonality,
one transmission season",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 3
2,3,2-1,"High seasonality,
one transmission season",1,11,99,60,20,65.4245507575709,59.0839694656489,7.19555659183266,7.19036162213094,65.4245507575709,59.0839694656489,7.19555659183266,7.19036162213094,Mid of rain,EIR 3
2,3,2-1,"High seasonality,
one transmission season",1,11,99,60,40,50.0874681832897,41.3740458015267,2.70884684564654,2.70355157514049,50.0874681832897,41.3740458015267,2.70884684564654,2.70355157514049,Mid of rain,EIR 3
2,3,2-1,"High seasonality,
one transmission season",1,11,99,60,60,73.2418450835645,70.0763358778626,4.60828725601227,4.59125020201928,73.2418450835645,70.0763358778626,4.60828725601227,4.59125020201928,Mid of rain,EIR 3
2,3,2-1,"High seasonality,
one transmission season",1,11,99,60,80,81.5162844429775,79.2366412213741,3.43331556858304,3.41816618334507,81.5162844429775,79.2366412213741,3.43331556858304,3.41816618334507,Mid of rain,EIR 3
2,3,2-1,"High seasonality,
one transmission season",1,11,99,60,100,88.0823648146855,85.9541984732825,1.96938911464926,1.96240764288481,88.0823648146855,85.9541984732825,1.96938911464926,1.96240764288481,Mid of rain,EIR 3
2,3,2-2,"High seasonality,
two transmission seasons",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 3
2,3,2-2,"High seasonality,
two transmission seasons",1,11,99,60,20,20.6709777938205,21.9512195121951,-1.81643302785087,-1.80149394528619,20.6709777938205,21.9512195121951,-1.81643302785087,-1.80149394528619,Mid of rain,EIR 3
2,3,2-2,"High seasonality,
two transmission seasons",1,11,99,60,40,25.6185774096121,17.0731707317073,-1.87734138546524,-1.87080068536667,25.6185774096121,17.0731707317073,-1.87734138546524,-1.87080068536667,Mid of rain,EIR 3
2,3,2-2,"High seasonality,
two transmission seasons",1,11,99,60,60,44.6446379081448,39.9390243902439,-0.0912449527196014,-0.0731571145293871,44.6446379081448,39.9390243902439,-0.0912449527196014,-0.0731571145293871,Mid of rain,EIR 3
2,3,2-2,"High seasonality,
two transmission seasons",1,11,99,60,80,79.1199916795654,74.8475609756098,-1.71907372262945,-1.73748147007298,79.1199916795654,74.8475609756098,-1.71907372262945,-1.73748147007298,Mid of rain,EIR 3
2,3,2-2,"High seasonality,
two transmission seasons",1,11,99,60,100,82.8201175057458,79.5731707317073,-2.33239031204363,-2.33621469687929,82.8201175057458,79.5731707317073,-2.33239031204363,-2.33621469687929,Mid of rain,EIR 3
2,10,0,No seasonality,1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 10
2,10,0,No seasonality,1,11,99,60,20,5.44683921002796,3.04906006419073,1.94697232453026,1.92537702677181,5.44683921002796,3.04906006419073,1.94697232453026,1.92537702677181,Mid of rain,EIR 10
2,10,0,No seasonality,1,11,99,60,40,8.62491357802025,4.83723062815221,2.72432985944804,2.73533634894797,8.62491357802025,4.83723062815221,2.72432985944804,2.73533634894797,Mid of rain,EIR 10
2,10,0,No seasonality,1,11,99,60,60,10.4675804851655,9.26180651077487,-0.395285205432685,-0.383996258959181,10.4675804851655,9.26180651077487,-0.395285205432685,-0.383996258959181,Mid of rain,EIR 10
2,10,0,No seasonality,1,11,99,60,80,15.6341118826465,12.0586886749198,0.173418996812399,0.161272433505084,15.6341118826465,12.0586886749198,0.173418996812399,0.161272433505084,Mid of rain,EIR 10
2,10,0,No seasonality,1,11,99,60,100,31.4771395076202,25.6075194864741,-2.24646417934276,-2.2719029247865,31.4771395076202,25.6075194864741,-2.24646417934276,-2.2719029247865,Mid of rain,EIR 10
2,10,1-1,"Medium seasonality,
one transmission season",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 10
2,10,1-1,"Medium seasonality,
one transmission season",1,11,99,60,20,14.4958904261636,13.4288947566956,-1.0560727923873,-1.06737014059785,14.4958904261636,13.4288947566956,-1.0560727923873,-1.06737014059785,Mid of rain,EIR 10
2,10,1-1,"Medium seasonality,
one transmission season",1,11,99,60,40,18.3477718765666,15.3526970954357,0.79756860267551,0.790615178436918,18.3477718765666,15.3526970954357,0.79756860267551,0.790615178436918,Mid of rain,EIR 10
2,10,1-1,"Medium seasonality,
one transmission season",1,11,99,60,60,26.8011180852697,24.0286684270087,-1.7762583621339,-1.78582285039107,26.8011180852697,24.0286684270087,-1.7762583621339,-1.78582285039107,Mid of rain,EIR 10
2,10,1-1,"Medium seasonality,
one transmission season",1,11,99,60,80,40.5093170689295,39.5322519803848,-2.58223816404081,-2.57802401714981,40.5093170689295,39.5322519803848,-2.58223816404081,-2.57802401714981,Mid of rain,EIR 10
2,10,1-1,"Medium seasonality,
one transmission season",1,11,99,60,100,63.2256501044274,58.5439456808751,-1.19027814901279,-1.21936068810746,63.2256501044274,58.5439456808751,-1.19027814901279,-1.21936068810746,Mid of rain,EIR 10
2,10,2-1,"High seasonality,
one transmission season",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 10
2,10,2-1,"High seasonality,
one transmission season",1,11,99,60,20,19.3728572696424,14.2857142857143,0.219279842673089,0.227099670037538,19.3728572696424,14.2857142857143,0.219279842673089,0.227099670037538,Mid of rain,EIR 10
2,10,2-1,"High seasonality,
one transmission season",1,11,99,60,40,34.979987487386,32.7731092436975,-2.7590585196239,-2.78865036001977,34.979987487386,32.7731092436975,-2.7590585196239,-2.78865036001977,Mid of rain,EIR 10
2,10,2-1,"High seasonality,
one transmission season",1,11,99,60,60,47.5121044748482,42.9621848739496,2.60910175533331,2.59695152089984,47.5121044748482,42.9621848739496,2.60910175533331,2.59695152089984,Mid of rain,EIR 10
2,10,2-1,"High seasonality,
one transmission season",1,11,99,60,80,60.4888465714671,55.1470588235294,0.728986897938186,0.711356319382289,60.4888465714671,55.1470588235294,0.728986897938186,0.711356319382289,Mid of rain,EIR 10
2,10,2-1,"High seasonality,
one transmission season",1,11,99,60,100,74.3511135897725,71.4285714285714,2.49563082177037,2.47405052299718,74.3511135897725,71.4285714285714,2.49563082177037,2.47405052299718,Mid of rain,EIR 10
2,10,2-2,"High seasonality,
two transmission seasons",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 10
2,10,2-2,"High seasonality,
two transmission seasons",1,11,99,60,20,9.67407285041712,9.63517305893357,-4.23784375371051,-4.24394266142331,9.67407285041712,9.63517305893357,-4.23784375371051,-4.24394266142331,Mid of rain,EIR 10
2,10,2-2,"High seasonality,
two transmission seasons",1,11,99,60,40,26.0391509044355,25.3975678203929,-1.15370120852628,-1.14656010824981,26.0391509044355,25.3975678203929,-1.15370120852628,-1.14656010824981,Mid of rain,EIR 10
2,10,2-2,"High seasonality,
two transmission seasons",1,11,99,60,60,42.0229619228545,39.1487371375117,-1.30052088979748,-1.30618630808913,42.0229619228545,39.1487371375117,-1.30052088979748,-1.30618630808913,Mid of rain,EIR 10
2,10,2-2,"High seasonality,
two transmission seasons",1,11,99,60,80,55.4882299496159,54.2095416276894,-2.98068732673574,-3.0011839824094,55.4882299496159,54.2095416276894,-2.98068732673574,-3.0011839824094,Mid of rain,EIR 10
2,10,2-2,"High seasonality,
two transmission seasons",1,11,99,60,100,72.5197323862228,71.8428437792329,0.827022255261812,0.828999112013194,72.5197323862228,71.8428437792329,0.827022255261812,0.828999112013194,Mid of rain,EIR 10
2,90,0,No seasonality,1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 90
2,90,0,No seasonality,1,11,99,60,20,1.85017620725785,-0.255704169944941,1.97627602144907,1.95916505434697,1.85017620725785,-0.255704169944941,1.97627602144907,1.95916505434697,Mid of rain,EIR 90
2,90,0,No seasonality,1,11,99,60,40,-1.52236720957551,-2.24232887490167,2.27020781049705,2.28044924732198,-1.52236720957551,-2.24232887490167,2.27020781049705,2.28044924732198,Mid of rain,EIR 90
2,90,0,No seasonality,1,11,99,60,60,0.607200685779611,0,1.06956506039324,1.10856810281094,0.607200685779611,0,1.06956506039324,1.10856810281094,Mid of rain,EIR 90
2,90,0,No seasonality,1,11,99,60,80,2.80344159761247,-0.688434303697887,3.05234080199325,3.05829518820883,2.80344159761247,-0.688434303697887,3.05234080199325,3.05829518820883,Mid of rain,EIR 90
2,90,0,No seasonality,1,11,99,60,100,8.69209766009463,1.31785995279306,2.04813403867334,2.05079200289431,8.69209766009463,1.31785995279306,2.04813403867334,2.05079200289431,Mid of rain,EIR 90
2,90,1-1,"Medium seasonality,
one transmission season",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 90
2,90,1-1,"Medium seasonality,
one transmission season",1,11,99,60,20,-4.26960600181267,-0.76073619631903,-1.08333526878225,-1.09002266166967,-4.26960600181267,-0.76073619631903,-1.08333526878225,-1.09002266166967,Mid of rain,EIR 90
2,90,1-1,"Medium seasonality,
one transmission season",1,11,99,60,40,-1.05762305335672,2.18404907975459,-0.473797892683244,-0.473304115227839,-1.05762305335672,2.18404907975459,-0.473797892683244,-0.473304115227839,Mid of rain,EIR 90
2,90,1-1,"Medium seasonality,
one transmission season",1,11,99,60,60,9.01202361301129,6.3803680981595,-1.78758061144703,-1.7946874623674,9.01202361301129,6.3803680981595,-1.78758061144703,-1.7946874623674,Mid of rain,EIR 90
2,90,1-1,"Medium seasonality,
one transmission season",1,11,99,60,80,16.2477298495067,9.69325153374233,1.13030216228352,1.11118815024578,16.2477298495067,9.69325153374233,1.13030216228352,1.11118815024578,Mid of rain,EIR 90
2,90,1-1,"Medium seasonality,
one transmission season",1,11,99,60,100,37.7360181129579,27.9018404907975,-0.1468360571551,-0.149253186683258,37.7360181129579,27.9018404907975,-0.1468360571551,-0.149253186683258,Mid of rain,EIR 90
2,90,2-1,"High seasonality,
one transmission season",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 90
2,90,2-1,"High seasonality,
one transmission season",1,11,99,60,20,-1.71323561330653,-0.933706816059758,-2.86298788694481,-2.85908580214062,-1.71323561330653,-0.933706816059758,-2.86298788694481,-2.85908580214062,Mid of rain,EIR 90
2,90,2-1,"High seasonality,
one transmission season",1,11,99,60,40,7.08890510435895,5.41549953314658,-0.760161507402427,-0.764788204915933,7.08890510435895,5.41549953314658,-0.760161507402427,-0.764788204915933,Mid of rain,EIR 90
