outcomeLabel;EIR;LARVcov;5;10;15;20;25;30;60;once;none
EIR;3;80;57.7412989145326;31.0663623369863;22.0531850697208;17.0618988755193;14.3348862869539;11.3567459996235;6.62634081260902;4.98117255039943;-0.23204322545302
EIR;3;100;70.0716304920495;38.5170085058086;26.2386251242985;21.2973702351412;17.2736860584028;14.9134008435717;8.89236168639527;5.87150267255899;-0.189334594411929
EIR;90;0;0.10250878905622;-0.141926085873065;-0.229113228191598;0.124610043549845;-0.260056868950691;-0.271032210773647;0.273602310439444;0.478501863340363;-0.0195719177664547
EIR;90;20;14.5350226089221;7.45029557269375;5.2577219516048;3.98990017231559;3.40288087740853;3.32254463029157;1.60622632328139;1.15308509566125;-0.0358813153404757
EIR;90;40;29.2179814808554;14.9733857069067;10.2715000693375;8.20515409636051;6.45092584335986;5.94869061268899;3.2784030928388;0.998332829788905;-0.0388102710824211
EIR;90;60;43.8626902717149;22.9747249084362;15.6107643924026;11.733009330499;9.93711296776248;8.55484347011418;4.87020882113988;2.71065963715997;-0.0217141827373882
EIR;90;80;57.4968227473225;30.033883936033;20.5779020472167;16.0625104933195;13.228728379596;11.3852222285509;6.55471523569645;3.21893214268303;-0.267700371067226
EIR;90;100;70.3482402731259;37.8220277834445;26.091902999433;19.9894951289223;16.5794394487098;13.9481102995408;7.92247903639132;4.68418345485063;0.0865506002982279
Prevalence;3;0;-1.45098044635565;-0.0432561348634452;-0.576315334519795;-0.615369264072161;-0.453778822189978;0.607434169181055;-0.189520141040119;-0.997815591799792;-0.662325357544002
Prevalence;3;20;3.60475705337564;1.08007720466105;1.58166707234609;1.29389450070744;0.639513199258936;0.57347990595749;0.599588212146576;-0.0904428965027718;0.069300208102711
Prevalence;3;40;5.56820847145278;3.28599304695134;1.86690477439839;1.42963108468456;1.60155875795672;1.32185480765556;0.705527897167654;0.14122452243139;-0.00586044019622311
Prevalence;3;60;8.67168482441224;4.49960869758542;3.39702278831158;2.04619136898111;1.83944432778765;1.94906821088194;1.24341199792986;1.44779482331882;0.359346997125753
Prevalence;3;80;11.4663226232611;5.83856541802436;4.49464131419735;3.45501652469425;3.14336825453309;1.78418465163079;1.14415278890388;1.75000076493227;-0.29152712971089
Prevalence;3;100;14.696014641357;7.71398268660892;4.72789634640924;4.54008869502792;3.43651107217718;2.78478207735108;1.96381281147505;2.02393371400072;-0.104466164192361
Prevalence;90;0;0.0754168157584918;-0.154112220851847;-0.0654147337853958;0.146912499547641;0.0106279586227492;-0.0752749492846945;-0.159611132835809;0.210342126485348;-0.0099303200131891
Prevalence;90;20;0.648544466115547;0.347567731873733;0.101997079096347;0.156196938039996;-0.011248609180771;0.214511069644893;0.164295513184693;0.253236564193594;0.0279638356888836
Prevalence;90;40;1.38640446522741;0.752846975729774;0.603016028236129;0.340788509323264;0.244930542193946;0.339014483833884;-0.0285582098229332;-0.0352334945139612;0.00704470443429967
Prevalence;90;60;2.48351067627874;1.20492794567017;0.70092138927426;0.337201518743013;0.375167969056934;0.531644314882692;0.354471602882796;0.127237433443153;-0.0147020079508937
Prevalence;90;80;3.67742241495167;1.34783466238963;1.06192430181953;0.713235150695929;0.673460877879987;0.487137180322818;0.409013938954549;0.20995427462351;-0.0501011788124303
Prevalence;90;100;5.36231897437872;2.20550756102503;1.34564614752544;0.973765168972504;0.953483290136716;0.404478657869925;0.457172424155443;0.0723505729546405;-0.0168794053625514
