outcomeLabel;EIR;LARVcov;5;10;15;20;25;30;60;once;none
Mosquito emergence;3;0;-0.105144658322284;-0.175649685959326;-0.0902838700068776;0.0373292360356753;-0.311244634901342;0.144583734784782;0.0502096150632167;-0.276077385422361;-0.0648580606805874
Mosquito emergence;3;20;19.8245007877145;9.76054404502864;6.5945529164911;5.17637744550402;4.07254540365262;3.26205168803651;1.61507792381137;0.541126550568784;-0.0478685856738574
Mosquito emergence;3;40;39.3405358759867;19.8528925758432;13.1725303969991;9.64911309830392;8.460141215067;6.83415452336273;3.3411963049262;1.5940460222569;-0.128072777671206
Mosquito emergence;3;60;59.1682268409012;29.7809084759665;19.775823105975;14.8904469949815;12.5370153155838;9.79612363794549;4.91225080407994;2.65663095724983;0.0648075543764796
Mosquito emergence;3;80;78.6917614807981;39.6132876784778;26.7689392175358;20.0001244423862;16.6486289051792;13.0340272341124;6.67230411790327;3.46306631592687;0.0590231877937363
Mosquito emergence;3;100;96.0166482705377;49.4990459648246;32.729411492702;24.8299094017667;20.7077762430056;16.7894705986148;8.38236354099152;4.46053665234511;-0.00105236993356141
Mosquito emergence;90;0;-0.0702231050845928;0.0447602748944282;0.0294490809781988;-0.115781099016387;-0.163940493092835;-0.370268314965807;0.181547852890938;0.0764739251181287;-0.0392534613156244
Mosquito emergence;90;20;19.7092827457694;9.82672231360678;6.4535479767473;4.85990586176785;4.23532162001555;3.64854831440807;1.5410537757426;0.773820612452438;-0.128839001896078
Mosquito emergence;90;40;39.5253632766752;19.7399488283658;13.0483921913447;10.1204292832213;8.01722929944631;6.65965013413631;3.41486819308014;1.26988291643085;0.051358449618535
Mosquito emergence;90;60;59.2354270740883;29.7997114689241;19.9203498153556;14.9733018082453;12.6434449347774;10.045469182848;4.93072568979218;2.69137824019183;0.110488280730672
Mosquito emergence;90;80;78.5575340099505;39.4722082516824;26.1579408625499;19.8435617744632;16.5750213557427;13.2821296090858;6.44631537248191;3.25423690706593;-0.324541616340653
Mosquito emergence;90;100;96.0164135353052;49.6118487154948;33.3636632709752;24.791094911901;20.7962555560844;16.6075761981469;8.43298707728423;4.3828025339758;0.18060498521037
Host-seeking mosquitoes;3;0;-0.108601076303312;-0.175530456332327;-0.0915067166681968;0.0348032582173169;-0.310759079432425;0.144771323975607;0.0486877317216243;-0.274613752610433;-0.065650961054856
Host-seeking mosquitoes;3;20;17.9982327448707;9.01851702110087;6.197935645736;4.95286697496847;3.86026385138804;3.17696134689716;1.60895374227458;0.537026332021554;-0.0490667839738163
Host-seeking mosquitoes;3;40;35.6742408521757;18.4003986866285;12.4011635552059;9.17823106275774;8.03812362771245;6.64302598134879;3.3241895669449;1.59576363423324;-0.127706950208544
Host-seeking mosquitoes;3;60;53.6789434266009;27.5579986096411;18.645560483157;14.2124262585077;11.9004742114434;9.5013643600537;4.88875564815373;2.65141222887685;0.0668615691665512
Host-seeking mosquitoes;3;80;71.4176186234516;36.6918936504022;25.1763441521518;19.0532842811698;15.7983022248518;12.6584488587357;6.6244383565257;3.4702607488958;0.0580387205174975
Host-seeking mosquitoes;3;100;87.2291231672529;45.8305746908063;30.8242378601463;23.6347623315008;19.6388438457615;16.3321810114053;8.34288309782569;4.45569710457494;-0.000594806495810501
Host-seeking mosquitoes;90;0;-0.068227737118978;0.0447459055445481;0.0291363733468706;-0.114312162547222;-0.164009284976548;-0.369894895419558;0.179491025632908;0.0755831256756772;-0.0396854142453316
Host-seeking mosquitoes;90;20;17.8828850137396;9.10216472245533;6.07660203870149;4.62845271867445;4.02431462908525;3.55523676018157;1.53825662874661;0.772243989359598;-0.128156234325221
Host-seeking mosquitoes;90;40;35.8665048198263;18.2555571992803;12.2834990381246;9.66292629247313;7.59317348501214;6.49018534120495;3.39378159102149;1.26944096236441;0.050718132459968
Host-seeking mosquitoes;90;60;53.7504177282954;27.6131841779371;18.7120304227171;14.277064249369;12.0128152414838;9.78174501056775;4.88937218076838;2.68817552874156;0.110228942565124
Host-seeking mosquitoes;90;80;71.2404599756425;36.4891726066718;24.640802483582;18.9176878580479;15.7150112170369;12.868325125272;6.41651189639315;3.2522418820185;-0.325487113971684
Host-seeking mosquitoes;90;100;87.2544370585212;45.876214262966;31.3492445063512;23.6275294271999;19.7214676473746;16.1119688457927;8.39763409339093;4.37648997425694;0.182219370698378
EIR;3;0;-1.53850978837156;-0.213643382641258;-0.745454097553441;-0.62073087285312;-0.838514711688276;0.864830974852859;0.0607938825281237;-1.2482828323574;-0.710946654278955
EIR;3;20;16.2655464735251;7.33320349960919;5.85331136706871;4.84908101097231;3.56267567341402;2.99059402991846;2.05450974299606;0.451062553044757;-0.111577880766318
EIR;3;40;29.9912932527332;16.3544652220095;10.6005702437065;8.32439317540768;7.48250914472227;6.18599607917393;3.46676884382356;1.64003955590389;-0.169552235515957
EIR;3;60;44.3917506342393;23.6808329122877;16.705389141235;12.2904181089359;10.3318954112932;9.51795261629126;5.22302084329386;3.82812539916611;0.412098341801251
