file,LARVcov,LARVcov_dry,LARVcov_rain,models,seed
wu20181002_LSM_Fillinger2006_test1_1881.xml,LARVcov0,LARVcov_dry50,LARVcov_rain30,base,2
wu20181002_LSM_Fillinger2006_test1_1892.xml,LARVcov0,LARVcov_dry60,LARVcov_rain30,base,2
wu20181002_LSM_Fillinger2006_test1_1903.xml,LARVcov0,LARVcov_dry70,LARVcov_rain30,base,2
wu20181002_LSM_Fillinger2006_test1_1914.xml,LARVcov0,LARVcov_dry80,LARVcov_rain30,base,2
wu20181002_LSM_Fillinger2006_test1_1925.xml,LARVcov0,LARVcov_dry90,LARVcov_rain30,base,2
wu20181002_LSM_Fillinger2006_test1_1936.xml,LARVcov0,LARVcov_dry0,LARVcov_rain40,base,2
wu20181002_LSM_Fillinger2006_test1_1947.xml,LARVcov0,LARVcov_dry10,LARVcov_rain40,base,2
wu20181002_LSM_Fillinger2006_test1_1958.xml,LARVcov0,LARVcov_dry100,LARVcov_rain40,base,2
wu20181002_LSM_Fillinger2006_test1_1969.xml,LARVcov0,LARVcov_dry20,LARVcov_rain40,base,2
wu20181002_LSM_Fillinger2006_test1_1980.xml,LARVcov0,LARVcov_dry30,LARVcov_rain40,base,2
wu20181002_LSM_Fillinger2006_test1_1991.xml,LARVcov0,LARVcov_dry40,LARVcov_rain40,base,2
wu20181002_LSM_Fillinger2006_test1_2002.xml,LARVcov0,LARVcov_dry50,LARVcov_rain40,base,2
wu20181002_LSM_Fillinger2006_test1_2013.xml,LARVcov0,LARVcov_dry60,LARVcov_rain40,base,2
wu20181002_LSM_Fillinger2006_test1_2024.xml,LARVcov0,LARVcov_dry70,LARVcov_rain40,base,2
wu20181002_LSM_Fillinger2006_test1_2035.xml,LARVcov0,LARVcov_dry80,LARVcov_rain40,base,2
wu20181002_LSM_Fillinger2006_test1_2046.xml,LARVcov0,LARVcov_dry90,LARVcov_rain40,base,2
wu20181002_LSM_Fillinger2006_test1_2057.xml,LARVcov0,LARVcov_dry0,LARVcov_rain50,base,2
wu20181002_LSM_Fillinger2006_test1_2068.xml,LARVcov0,LARVcov_dry10,LARVcov_rain50,base,2
wu20181002_LSM_Fillinger2006_test1_2079.xml,LARVcov0,LARVcov_dry100,LARVcov_rain50,base,2
wu20181002_LSM_Fillinger2006_test1_2090.xml,LARVcov0,LARVcov_dry20,LARVcov_rain50,base,2
wu20181002_LSM_Fillinger2006_test1_2101.xml,LARVcov0,LARVcov_dry30,LARVcov_rain50,base,2
wu20181002_LSM_Fillinger2006_test1_2112.xml,LARVcov0,LARVcov_dry40,LARVcov_rain50,base,2
wu20181002_LSM_Fillinger2006_test1_2123.xml,LARVcov0,LARVcov_dry50,LARVcov_rain50,base,2
wu20181002_LSM_Fillinger2006_test1_2134.xml,LARVcov0,LARVcov_dry60,LARVcov_rain50,base,2
wu20181002_LSM_Fillinger2006_test1_2145.xml,LARVcov0,LARVcov_dry70,LARVcov_rain50,base,2
wu20181002_LSM_Fillinger2006_test1_2156.xml,LARVcov0,LARVcov_dry80,LARVcov_rain50,base,2
wu20181002_LSM_Fillinger2006_test1_2167.xml,LARVcov0,LARVcov_dry90,LARVcov_rain50,base,2
wu20181002_LSM_Fillinger2006_test1_2178.xml,LARVcov0,LARVcov_dry0,LARVcov_rain60,base,2
wu20181002_LSM_Fillinger2006_test1_2189.xml,LARVcov0,LARVcov_dry10,LARVcov_rain60,base,2
wu20181002_LSM_Fillinger2006_test1_2200.xml,LARVcov0,LARVcov_dry100,LARVcov_rain60,base,2
wu20181002_LSM_Fillinger2006_test1_2211.xml,LARVcov0,LARVcov_dry20,LARVcov_rain60,base,2
wu20181002_LSM_Fillinger2006_test1_2222.xml,LARVcov0,LARVcov_dry30,LARVcov_rain60,base,2
wu20181002_LSM_Fillinger2006_test1_2233.xml,LARVcov0,LARVcov_dry40,LARVcov_rain60,base,2
wu20181002_LSM_Fillinger2006_test1_2244.xml,LARVcov0,LARVcov_dry50,LARVcov_rain60,base,2
wu20181002_LSM_Fillinger2006_test1_2255.xml,LARVcov0,LARVcov_dry60,LARVcov_rain60,base,2
wu20181002_LSM_Fillinger2006_test1_2266.xml,LARVcov0,LARVcov_dry70,LARVcov_rain60,base,2
wu20181002_LSM_Fillinger2006_test1_2277.xml,LARVcov0,LARVcov_dry80,LARVcov_rain60,base,2
wu20181002_LSM_Fillinger2006_test1_2288.xml,LARVcov0,LARVcov_dry90,LARVcov_rain60,base,2
wu20181002_LSM_Fillinger2006_test1_2299.xml,LARVcov0,LARVcov_dry0,LARVcov_rain70,base,2
wu20181002_LSM_Fillinger2006_test1_2310.xml,LARVcov0,LARVcov_dry10,LARVcov_rain70,base,2
wu20181002_LSM_Fillinger2006_test1_2321.xml,LARVcov0,LARVcov_dry100,LARVcov_rain70,base,2
wu20181002_LSM_Fillinger2006_test1_2332.xml,LARVcov0,LARVcov_dry20,LARVcov_rain70,base,2
wu20181002_LSM_Fillinger2006_test1_2343.xml,LARVcov0,LARVcov_dry30,LARVcov_rain70,base,2
wu20181002_LSM_Fillinger2006_test1_2354.xml,LARVcov0,LARVcov_dry40,LARVcov_rain70,base,2
wu20181002_LSM_Fillinger2006_test1_2365.xml,LARVcov0,LARVcov_dry50,LARVcov_rain70,base,2
wu20181002_LSM_Fillinger2006_test1_2376.xml,LARVcov0,LARVcov_dry60,LARVcov_rain70,base,2
wu20181002_LSM_Fillinger2006_test1_2387.xml,LARVcov0,LARVcov_dry70,LARVcov_rain70,base,2
wu20181002_LSM_Fillinger2006_test1_2398.xml,LARVcov0,LARVcov_dry80,LARVcov_rain70,base,2
wu20181002_LSM_Fillinger2006_test1_2409.xml,LARVcov0,LARVcov_dry90,LARVcov_rain70,base,2
