file,LARVcov,LARVcov_dry,LARVcov_rain,models,seed
wu20181002_LSM_Fillinger2006_test1_2420.xml,LARVcov0,LARVcov_dry0,LARVcov_rain80,base,2
wu20181002_LSM_Fillinger2006_test1_2431.xml,LARVcov0,LARVcov_dry10,LARVcov_rain80,base,2
wu20181002_LSM_Fillinger2006_test1_2442.xml,LARVcov0,LARVcov_dry100,LARVcov_rain80,base,2
wu20181002_LSM_Fillinger2006_test1_2453.xml,LARVcov0,LARVcov_dry20,LARVcov_rain80,base,2
wu20181002_LSM_Fillinger2006_test1_2464.xml,LARVcov0,LARVcov_dry30,LARVcov_rain80,base,2
wu20181002_LSM_Fillinger2006_test1_2475.xml,LARVcov0,LARVcov_dry40,LARVcov_rain80,base,2
wu20181002_LSM_Fillinger2006_test1_2486.xml,LARVcov0,LARVcov_dry50,LARVcov_rain80,base,2
wu20181002_LSM_Fillinger2006_test1_2497.xml,LARVcov0,LARVcov_dry60,LARVcov_rain80,base,2
wu20181002_LSM_Fillinger2006_test1_2508.xml,LARVcov0,LARVcov_dry70,LARVcov_rain80,base,2
wu20181002_LSM_Fillinger2006_test1_2519.xml,LARVcov0,LARVcov_dry80,LARVcov_rain80,base,2
wu20181002_LSM_Fillinger2006_test1_2530.xml,LARVcov0,LARVcov_dry90,LARVcov_rain80,base,2
wu20181002_LSM_Fillinger2006_test1_2541.xml,LARVcov0,LARVcov_dry0,LARVcov_rain90,base,2
wu20181002_LSM_Fillinger2006_test1_2552.xml,LARVcov0,LARVcov_dry10,LARVcov_rain90,base,2
wu20181002_LSM_Fillinger2006_test1_2563.xml,LARVcov0,LARVcov_dry100,LARVcov_rain90,base,2
wu20181002_LSM_Fillinger2006_test1_2574.xml,LARVcov0,LARVcov_dry20,LARVcov_rain90,base,2
wu20181002_LSM_Fillinger2006_test1_2585.xml,LARVcov0,LARVcov_dry30,LARVcov_rain90,base,2
wu20181002_LSM_Fillinger2006_test1_2596.xml,LARVcov0,LARVcov_dry40,LARVcov_rain90,base,2
wu20181002_LSM_Fillinger2006_test1_2607.xml,LARVcov0,LARVcov_dry50,LARVcov_rain90,base,2
wu20181002_LSM_Fillinger2006_test1_2618.xml,LARVcov0,LARVcov_dry60,LARVcov_rain90,base,2
wu20181002_LSM_Fillinger2006_test1_2629.xml,LARVcov0,LARVcov_dry70,LARVcov_rain90,base,2
wu20181002_LSM_Fillinger2006_test1_2640.xml,LARVcov0,LARVcov_dry80,LARVcov_rain90,base,2
wu20181002_LSM_Fillinger2006_test1_2651.xml,LARVcov0,LARVcov_dry90,LARVcov_rain90,base,2
wu20181002_LSM_Fillinger2006_test1_2662.xml,LARVcov0,LARVcov_dry0,LARVcov_rain0,base,3
wu20181002_LSM_Fillinger2006_test1_2663.xml,LARVcov10,LARVcov_dry0,LARVcov_rain0,base,3
wu20181002_LSM_Fillinger2006_test1_2664.xml,LARVcov100,LARVcov_dry0,LARVcov_rain0,base,3
wu20181002_LSM_Fillinger2006_test1_2665.xml,LARVcov20,LARVcov_dry0,LARVcov_rain0,base,3
wu20181002_LSM_Fillinger2006_test1_2666.xml,LARVcov30,LARVcov_dry0,LARVcov_rain0,base,3
wu20181002_LSM_Fillinger2006_test1_2667.xml,LARVcov40,LARVcov_dry0,LARVcov_rain0,base,3
wu20181002_LSM_Fillinger2006_test1_2668.xml,LARVcov50,LARVcov_dry0,LARVcov_rain0,base,3
wu20181002_LSM_Fillinger2006_test1_2669.xml,LARVcov60,LARVcov_dry0,LARVcov_rain0,base,3
wu20181002_LSM_Fillinger2006_test1_2670.xml,LARVcov70,LARVcov_dry0,LARVcov_rain0,base,3
wu20181002_LSM_Fillinger2006_test1_2671.xml,LARVcov80,LARVcov_dry0,LARVcov_rain0,base,3
wu20181002_LSM_Fillinger2006_test1_2672.xml,LARVcov90,LARVcov_dry0,LARVcov_rain0,base,3
wu20181002_LSM_Fillinger2006_test1_2673.xml,LARVcov0,LARVcov_dry10,LARVcov_rain0,base,3
wu20181002_LSM_Fillinger2006_test1_2684.xml,LARVcov0,LARVcov_dry100,LARVcov_rain0,base,3
wu20181002_LSM_Fillinger2006_test1_2695.xml,LARVcov0,LARVcov_dry20,LARVcov_rain0,base,3
wu20181002_LSM_Fillinger2006_test1_2706.xml,LARVcov0,LARVcov_dry30,LARVcov_rain0,base,3
wu20181002_LSM_Fillinger2006_test1_2717.xml,LARVcov0,LARVcov_dry40,LARVcov_rain0,base,3
wu20181002_LSM_Fillinger2006_test1_2728.xml,LARVcov0,LARVcov_dry50,LARVcov_rain0,base,3
wu20181002_LSM_Fillinger2006_test1_2739.xml,LARVcov0,LARVcov_dry60,LARVcov_rain0,base,3
wu20181002_LSM_Fillinger2006_test1_2750.xml,LARVcov0,LARVcov_dry70,LARVcov_rain0,base,3
wu20181002_LSM_Fillinger2006_test1_2761.xml,LARVcov0,LARVcov_dry80,LARVcov_rain0,base,3
wu20181002_LSM_Fillinger2006_test1_2772.xml,LARVcov0,LARVcov_dry90,LARVcov_rain0,base,3
wu20181002_LSM_Fillinger2006_test1_2783.xml,LARVcov0,LARVcov_dry0,LARVcov_rain10,base,3
wu20181002_LSM_Fillinger2006_test1_2794.xml,LARVcov0,LARVcov_dry10,LARVcov_rain10,base,3
wu20181002_LSM_Fillinger2006_test1_2805.xml,LARVcov0,LARVcov_dry100,LARVcov_rain10,base,3
wu20181002_LSM_Fillinger2006_test1_2816.xml,LARVcov0,LARVcov_dry20,LARVcov_rain10,base,3
wu20181002_LSM_Fillinger2006_test1_2827.xml,LARVcov0,LARVcov_dry30,LARVcov_rain10,base,3
wu20181002_LSM_Fillinger2006_test1_2838.xml,LARVcov0,LARVcov_dry40,LARVcov_rain10,base,3
wu20181002_LSM_Fillinger2006_test1_2849.xml,LARVcov0,LARVcov_dry50,LARVcov_rain10,base,3
wu20181002_LSM_Fillinger2006_test1_2860.xml,LARVcov0,LARVcov_dry60,LARVcov_rain10,base,3
wu20181002_LSM_Fillinger2006_test1_2871.xml,LARVcov0,LARVcov_dry70,LARVcov_rain10,base,3
wu20181002_LSM_Fillinger2006_test1_2882.xml,LARVcov0,LARVcov_dry80,LARVcov_rain10,base,3
wu20181002_LSM_Fillinger2006_test1_2893.xml,LARVcov0,LARVcov_dry90,LARVcov_rain10,base,3
wu20181002_LSM_Fillinger2006_test1_2904.xml,LARVcov0,LARVcov_dry0,LARVcov_rain100,base,3
wu20181002_LSM_Fillinger2006_test1_2915.xml,LARVcov0,LARVcov_dry10,LARVcov_rain100,base,3
wu20181002_LSM_Fillinger2006_test1_2926.xml,LARVcov0,LARVcov_dry100,LARVcov_rain100,base,3
wu20181002_LSM_Fillinger2006_test1_2937.xml,LARVcov0,LARVcov_dry20,LARVcov_rain100,base,3
wu20181002_LSM_Fillinger2006_test1_2948.xml,LARVcov0,LARVcov_dry30,LARVcov_rain100,base,3
wu20181002_LSM_Fillinger2006_test1_2959.xml,LARVcov0,LARVcov_dry40,LARVcov_rain100,base,3
wu20181002_LSM_Fillinger2006_test1_2970.xml,LARVcov0,LARVcov_dry50,LARVcov_rain100,base,3
wu20181002_LSM_Fillinger2006_test1_2981.xml,LARVcov0,LARVcov_dry60,LARVcov_rain100,base,3
wu20181002_LSM_Fillinger2006_test1_2992.xml,LARVcov0,LARVcov_dry70,LARVcov_rain100,base,3
wu20181002_LSM_Fillinger2006_test1_3003.xml,LARVcov0,LARVcov_dry80,LARVcov_rain100,base,3
wu20181002_LSM_Fillinger2006_test1_3014.xml,LARVcov0,LARVcov_dry90,LARVcov_rain100,base,3
wu20181002_LSM_Fillinger2006_test1_3025.xml,LARVcov0,LARVcov_dry0,LARVcov_rain20,base,3
wu20181002_LSM_Fillinger2006_test1_3036.xml,LARVcov0,LARVcov_dry10,LARVcov_rain20,base,3
wu20181002_LSM_Fillinger2006_test1_3047.xml,LARVcov0,LARVcov_dry100,LARVcov_rain20,base,3
wu20181002_LSM_Fillinger2006_test1_3058.xml,LARVcov0,LARVcov_dry20,LARVcov_rain20,base,3
wu20181002_LSM_Fillinger2006_test1_3069.xml,LARVcov0,LARVcov_dry30,LARVcov_rain20,base,3
wu20181002_LSM_Fillinger2006_test1_3080.xml,LARVcov0,LARVcov_dry40,LARVcov_rain20,base,3
wu20181002_LSM_Fillinger2006_test1_3091.xml,LARVcov0,LARVcov_dry50,LARVcov_rain20,base,3
wu20181002_LSM_Fillinger2006_test1_3102.xml,LARVcov0,LARVcov_dry60,LARVcov_rain20,base,3
wu20181002_LSM_Fillinger2006_test1_3113.xml,LARVcov0,LARVcov_dry70,LARVcov_rain20,base,3
wu20181002_LSM_Fillinger2006_test1_3124.xml,LARVcov0,LARVcov_dry80,LARVcov_rain20,base,3
wu20181002_LSM_Fillinger2006_test1_3135.xml,LARVcov0,LARVcov_dry90,LARVcov_rain20,base,3
wu20181002_LSM_Fillinger2006_test1_3146.xml,LARVcov0,LARVcov_dry0,LARVcov_rain30,base,3
wu20181002_LSM_Fillinger2006_test1_3157.xml,LARVcov0,LARVcov_dry10,LARVcov_rain30,base,3
wu20181002_LSM_Fillinger2006_test1_3168.xml,LARVcov0,LARVcov_dry100,LARVcov_rain30,base,3
wu20181002_LSM_Fillinger2006_test1_3179.xml,LARVcov0,LARVcov_dry20,LARVcov_rain30,base,3
wu20181002_LSM_Fillinger2006_test1_3190.xml,LARVcov0,LARVcov_dry30,LARVcov_rain30,base,3
wu20181002_LSM_Fillinger2006_test1_3201.xml,LARVcov0,LARVcov_dry40,LARVcov_rain30,base,3
wu20181002_LSM_Fillinger2006_test1_3212.xml,LARVcov0,LARVcov_dry50,LARVcov_rain30,base,3
wu20181002_LSM_Fillinger2006_test1_3223.xml,LARVcov0,LARVcov_dry60,LARVcov_rain30,base,3
wu20181002_LSM_Fillinger2006_test1_3234.xml,LARVcov0,LARVcov_dry70,LARVcov_rain30,base,3
wu20181002_LSM_Fillinger2006_test1_3245.xml,LARVcov0,LARVcov_dry80,LARVcov_rain30,base,3
wu20181002_LSM_Fillinger2006_test1_3256.xml,LARVcov0,LARVcov_dry90,LARVcov_rain30,base,3
wu20181002_LSM_Fillinger2006_test1_3267.xml,LARVcov0,LARVcov_dry0,LARVcov_rain40,base,3
wu20181002_LSM_Fillinger2006_test1_3278.xml,LARVcov0,LARVcov_dry10,LARVcov_rain40,base,3
wu20181002_LSM_Fillinger2006_test1_3289.xml,LARVcov0,LARVcov_dry100,LARVcov_rain40,base,3
wu20181002_LSM_Fillinger2006_test1_3300.xml,LARVcov0,LARVcov_dry20,LARVcov_rain40,base,3
wu20181002_LSM_Fillinger2006_test1_3311.xml,LARVcov0,LARVcov_dry30,LARVcov_rain40,base,3
wu20181002_LSM_Fillinger2006_test1_3322.xml,LARVcov0,LARVcov_dry40,LARVcov_rain40,base,3
wu20181002_LSM_Fillinger2006_test1_3333.xml,LARVcov0,LARVcov_dry50,LARVcov_rain40,base,3
wu20181002_LSM_Fillinger2006_test1_3344.xml,LARVcov0,LARVcov_dry60,LARVcov_rain40,base,3
wu20181002_LSM_Fillinger2006_test1_3355.xml,LARVcov0,LARVcov_dry70,LARVcov_rain40,base,3
wu20181002_LSM_Fillinger2006_test1_3366.xml,LARVcov0,LARVcov_dry80,LARVcov_rain40,base,3
wu20181002_LSM_Fillinger2006_test1_3377.xml,LARVcov0,LARVcov_dry90,LARVcov_rain40,base,3
wu20181002_LSM_Fillinger2006_test1_3388.xml,LARVcov0,LARVcov_dry0,LARVcov_rain50,base,3
wu20181002_LSM_Fillinger2006_test1_3399.xml,LARVcov0,LARVcov_dry10,LARVcov_rain50,base,3
wu20181002_LSM_Fillinger2006_test1_3410.xml,LARVcov0,LARVcov_dry100,LARVcov_rain50,base,3
wu20181002_LSM_Fillinger2006_test1_3421.xml,LARVcov0,LARVcov_dry20,LARVcov_rain50,base,3
wu20181002_LSM_Fillinger2006_test1_3432.xml,LARVcov0,LARVcov_dry30,LARVcov_rain50,base,3
wu20181002_LSM_Fillinger2006_test1_3443.xml,LARVcov0,LARVcov_dry40,LARVcov_rain50,base,3
wu20181002_LSM_Fillinger2006_test1_3454.xml,LARVcov0,LARVcov_dry50,LARVcov_rain50,base,3
wu20181002_LSM_Fillinger2006_test1_3465.xml,LARVcov0,LARVcov_dry60,LARVcov_rain50,base,3
wu20181002_LSM_Fillinger2006_test1_3476.xml,LARVcov0,LARVcov_dry70,LARVcov_rain50,base,3
wu20181002_LSM_Fillinger2006_test1_3487.xml,LARVcov0,LARVcov_dry80,LARVcov_rain50,base,3
wu20181002_LSM_Fillinger2006_test1_3498.xml,LARVcov0,LARVcov_dry90,LARVcov_rain50,base,3
wu20181002_LSM_Fillinger2006_test1_3509.xml,LARVcov0,LARVcov_dry0,LARVcov_rain60,base,3
wu20181002_LSM_Fillinger2006_test1_3520.xml,LARVcov0,LARVcov_dry10,LARVcov_rain60,base,3
wu20181002_LSM_Fillinger2006_test1_3531.xml,LARVcov0,LARVcov_dry100,LARVcov_rain60,base,3
wu20181002_LSM_Fillinger2006_test1_3542.xml,LARVcov0,LARVcov_dry20,LARVcov_rain60,base,3
wu20181002_LSM_Fillinger2006_test1_3553.xml,LARVcov0,LARVcov_dry30,LARVcov_rain60,base,3
wu20181002_LSM_Fillinger2006_test1_3564.xml,LARVcov0,LARVcov_dry40,LARVcov_rain60,base,3
wu20181002_LSM_Fillinger2006_test1_3575.xml,LARVcov0,LARVcov_dry50,LARVcov_rain60,base,3
wu20181002_LSM_Fillinger2006_test1_3586.xml,LARVcov0,LARVcov_dry60,LARVcov_rain60,base,3
wu20181002_LSM_Fillinger2006_test1_3597.xml,LARVcov0,LARVcov_dry70,LARVcov_rain60,base,3
wu20181002_LSM_Fillinger2006_test1_3608.xml,LARVcov0,LARVcov_dry80,LARVcov_rain60,base,3
wu20181002_LSM_Fillinger2006_test1_3619.xml,LARVcov0,LARVcov_dry90,LARVcov_rain60,base,3
wu20181002_LSM_Fillinger2006_test1_3630.xml,LARVcov0,LARVcov_dry0,LARVcov_rain70,base,3
wu20181002_LSM_Fillinger2006_test1_3641.xml,LARVcov0,LARVcov_dry10,LARVcov_rain70,base,3
wu20181002_LSM_Fillinger2006_test1_3652.xml,LARVcov0,LARVcov_dry100,LARVcov_rain70,base,3
wu20181002_LSM_Fillinger2006_test1_3663.xml,LARVcov0,LARVcov_dry20,LARVcov_rain70,base,3
wu20181002_LSM_Fillinger2006_test1_3674.xml,LARVcov0,LARVcov_dry30,LARVcov_rain70,base,3
wu20181002_LSM_Fillinger2006_test1_3685.xml,LARVcov0,LARVcov_dry40,LARVcov_rain70,base,3
wu20181002_LSM_Fillinger2006_test1_3696.xml,LARVcov0,LARVcov_dry50,LARVcov_rain70,base,3
wu20181002_LSM_Fillinger2006_test1_3707.xml,LARVcov0,LARVcov_dry60,LARVcov_rain70,base,3
wu20181002_LSM_Fillinger2006_test1_3718.xml,LARVcov0,LARVcov_dry70,LARVcov_rain70,base,3
wu20181002_LSM_Fillinger2006_test1_3729.xml,LARVcov0,LARVcov_dry80,LARVcov_rain70,base,3
wu20181002_LSM_Fillinger2006_test1_3740.xml,LARVcov0,LARVcov_dry90,LARVcov_rain70,base,3
wu20181002_LSM_Fillinger2006_test1_3751.xml,LARVcov0,LARVcov_dry0,LARVcov_rain80,base,3
wu20181002_LSM_Fillinger2006_test1_3762.xml,LARVcov0,LARVcov_dry10,LARVcov_rain80,base,3
wu20181002_LSM_Fillinger2006_test1_3773.xml,LARVcov0,LARVcov_dry100,LARVcov_rain80,base,3
wu20181002_LSM_Fillinger2006_test1_3784.xml,LARVcov0,LARVcov_dry20,LARVcov_rain80,base,3
wu20181002_LSM_Fillinger2006_test1_3795.xml,LARVcov0,LARVcov_dry30,LARVcov_rain80,base,3
wu20181002_LSM_Fillinger2006_test1_3806.xml,LARVcov0,LARVcov_dry40,LARVcov_rain80,base,3
wu20181002_LSM_Fillinger2006_test1_3817.xml,LARVcov0,LARVcov_dry50,LARVcov_rain80,base,3
wu20181002_LSM_Fillinger2006_test1_3828.xml,LARVcov0,LARVcov_dry60,LARVcov_rain80,base,3
wu20181002_LSM_Fillinger2006_test1_3839.xml,LARVcov0,LARVcov_dry70,LARVcov_rain80,base,3
wu20181002_LSM_Fillinger2006_test1_3850.xml,LARVcov0,LARVcov_dry80,LARVcov_rain80,base,3
wu20181002_LSM_Fillinger2006_test1_3861.xml,LARVcov0,LARVcov_dry90,LARVcov_rain80,base,3
wu20181002_LSM_Fillinger2006_test1_3872.xml,LARVcov0,LARVcov_dry0,LARVcov_rain90,base,3
wu20181002_LSM_Fillinger2006_test1_3883.xml,LARVcov0,LARVcov_dry10,LARVcov_rain90,base,3
wu20181002_LSM_Fillinger2006_test1_3894.xml,LARVcov0,LARVcov_dry100,LARVcov_rain90,base,3
wu20181002_LSM_Fillinger2006_test1_3905.xml,LARVcov0,LARVcov_dry20,LARVcov_rain90,base,3
wu20181002_LSM_Fillinger2006_test1_3916.xml,LARVcov0,LARVcov_dry30,LARVcov_rain90,base,3
wu20181002_LSM_Fillinger2006_test1_3927.xml,LARVcov0,LARVcov_dry40,LARVcov_rain90,base,3
wu20181002_LSM_Fillinger2006_test1_3938.xml,LARVcov0,LARVcov_dry50,LARVcov_rain90,base,3
wu20181002_LSM_Fillinger2006_test1_3949.xml,LARVcov0,LARVcov_dry60,LARVcov_rain90,base,3
wu20181002_LSM_Fillinger2006_test1_3960.xml,LARVcov0,LARVcov_dry70,LARVcov_rain90,base,3
wu20181002_LSM_Fillinger2006_test1_3971.xml,LARVcov0,LARVcov_dry80,LARVcov_rain90,base,3
wu20181002_LSM_Fillinger2006_test1_3982.xml,LARVcov0,LARVcov_dry90,LARVcov_rain90,base,3
