LARVcov,EIR,outcome,outcomeLabel,Frequency_fct,min.val,max.val,mean.val,median.val,sd.val,n.val,q25,q75,q2.5,q97.5,se.val,lower.ci.val,upper.ci.val,weighted
100,10,Nv,Host-seeking mosquitoes,10,43.6177078649672,51.8467454140391,45.7902725333671,45.2176935308684,2.06867131456592,18,44.5347531164239,46.0200715611622,43.708612196161,50.6677527654298,0.487590504858551,44.761546490613,46.8189985761213,0
100,10,Nv,Host-seeking mosquitoes,15,29.7589414315293,35.7291682750406,31.351845523655,31.1534276950243,1.4916689758412,18,30.2672099955663,31.8079397005453,29.7696058460451,34.6326314083218,0.351589749367636,30.6100559934327,32.0936350538774,0
100,10,Nv,Host-seeking mosquitoes,20,19.677675032867,26.700944188638,23.83538691141,23.9599083588582,1.3916351889429,18,23.281321538518,24.2506448959543,21.0542905937275,26.1353911067369,0.328011559679783,23.1433430130882,24.5274308097318,0
100,10,Nv,Host-seeking mosquitoes,30,14.1329925744456,19.7063864120145,16.6488547173276,16.5114573053955,1.46460328710332,18,15.6927321290208,17.5651829808105,14.5301147593941,19.650672403194,0.345210305352956,15.9205246374654,17.3771847971899,0
100,10,Nv,Host-seeking mosquitoes,60,6.8775886176368,10.1756861881772,8.66380547172103,8.91244674108985,0.9190948235848,18,8.0152613790441,9.26124386010683,7.04424018109682,10.009119753535,0.216632727436755,8.20675036870644,9.12086057473561,0
100,10,Nv,Host-seeking mosquitoes,once,1.48669743161286,5.38909448747372,3.88393587434136,4.17519447535439,1.08333724630993,18,3.08658645557997,4.62983577592,1.89033225194654,5.22721339406154,0.255345037725905,3.34520493602481,4.42266681265791,0
100,90,Nv,Host-seeking mosquitoes,5,87.0491771215918,87.42397155237,87.2580342607968,87.2570602831423,0.111208453389654,18,87.2099751962409,87.3167623310677,87.0635667859453,87.4212637361249,0.0262120838390309,87.2027315979857,87.3133369236078,0
100,90,Nv,Host-seeking mosquitoes,10,43.10034994541,50.6397750675083,45.8291830086067,45.159810417053,1.88391811523269,18,44.6662272737112,46.9284492852159,43.3836819388681,49.6141367916707,0.444043758160405,44.8923325704002,46.7660334468132,0
100,90,Nv,Host-seeking mosquitoes,15,29.7373561994233,35.1738983493017,31.3062743551761,30.8534627668118,1.51368304201227,18,30.3485827522599,31.9348825066814,29.7965978747902,34.5293051929406,0.356778514524652,30.5535374873957,32.0590112229564,0
100,90,Nv,Host-seeking mosquitoes,20,21.6752842018993,29.1135889280748,23.7031746052548,23.3311615569239,1.69458541914739,18,22.7328314944443,24.3803664140626,21.7880116009078,27.3796075780522,0.399417613726323,22.860477101754,24.5458721087556,0
100,90,Nv,Host-seeking mosquitoes,30,14.3138731980173,19.4605334841748,16.3911532184949,16.2821892903834,1.21073428730127,18,15.734978176121,16.5149505979561,14.6362871352573,19.1475741511606,0.285372808255264,15.7890692221479,16.9932372148419,0
100,90,Nv,Host-seeking mosquitoes,60,5.22807067243786,9.54803490379671,8.22963239750338,8.25837707824718,1.06800868043524,18,7.79823843604529,8.89834851982577,5.87981384036631,9.54286481281525,0.251732060100619,7.69852417566302,8.76074061934374,0
100,90,Nv,Host-seeking mosquitoes,once,2.32372292236622,6.34009586201908,4.27105293481766,4.12678257313067,1.1757062248066,18,3.53194716275585,5.04982044991636,2.3639676567928,6.30062996854059,0.277116614747994,3.68638798414591,4.85571788548941,0
