PostInterventionDays,Decay2,EIR,Frequency,Frequency_fct,LARVcov,outcome,outcomeLabel,min.val,max.val,mean.val,median.val,sd.val,n.val,q25,q75,q2.5,q97.5,se.val,lower.ci.val,upper.ci.val,weighted
20,decay_5dayStep,10,once,once,80,PR,Prevalence,-2.52307521031995,2.03252295579888,-0.328764453881922,-0.130039507566833,1.33187062990481,18,-1.16230533865716,0.633907540484152,-2.45741361014822,1.75314885572567,0.313924918022964,-0.991088136196819,0.333559228432974,0
20,decay_5dayStep,10,once,once,80,simulatedEIR,EIR,6.14936761283989,12.6139476705844,9.43607990695616,9.38555940906155,1.81544602156645,18,8.27718453399807,10.8072633506024,6.42601154403068,12.300301858932,0.427904730909258,8.53327983985523,10.3388799740571,0
25,decay_5dayStep,10,1,5,80,Nv,Host-seeking mosquitoes,68.3075037078049,70.4218261546847,69.1136685163797,69.0784671170965,0.576818655736869,18,68.7451103945147,69.4516821312371,68.3310209868352,70.2490653491277,0.135957460995483,68.8268233472488,69.4005136855107,0
25,decay_5dayStep,10,1,5,80,Nv0,Mosquito emergence,79.7759106901891,83.3781539121423,80.7271914975086,80.3637994569694,0.930301251490319,18,80.162576197737,80.8250073675234,79.8011712512457,82.8177049020046,0.219274107825045,80.2645635690038,81.1898194260134,0
25,decay_5dayStep,10,1,5,80,PR,Prevalence,-3.29113382409205,1.85153935160589,-0.384478642781382,-0.375634238847282,1.45994450591122,18,-1.31662215474193,0.755054772343693,-3.09962356059184,1.71914667504031,0.344112220095289,-1.11049196526123,0.341534679698467,0
25,decay_5dayStep,10,1,5,80,simulatedEIR,EIR,21.742878070724,27.8480244099776,24.574280807247,24.4650695146935,1.68339209325816,18,23.4381874562355,25.6117432579281,21.9703221490192,27.8318780631186,0.396779321512887,23.737149613757,25.411412000737,0
25,decay_5dayStep,10,12,60,80,Nv,Host-seeking mosquitoes,4.80396621920481,8.99298454620713,6.60390081558615,6.46980987755996,1.13194846374788,18,5.91022981886395,7.2512984869803,4.95612901561258,8.9443510979898,0.266802811556606,6.04099608755429,7.166805543618,0
25,decay_5dayStep,10,12,60,80,Nv0,Mosquito emergence,-1.1431534108813,4.44973032586678,0.884092037469769,0.566147911767712,1.40607333530248,18,0.0358302814314046,1.57759990302731,-0.993776202337353,4.00089560191201,0.331414663412656,0.184868217879362,1.58331585706018,0
25,decay_5dayStep,10,12,60,80,PR,Prevalence,-2.4839530040177,2.22389329106889,-0.0486057710357601,-0.383303781990952,1.29664402895019,18,-0.832557446796845,0.849243149032261,-2.17033895904628,2.15037838507022,0.305621928551908,-0.693411676822037,0.596200134750517,0
25,decay_5dayStep,10,12,60,80,simulatedEIR,EIR,8.68682794075787,16.3904688075593,12.5926680251399,12.7729353504155,2.10773412492707,18,11.0680846183118,13.8784931145692,8.83734521083864,16.171524153186,0.496797697558075,11.5445165038002,13.6408195464797,0
25,decay_5dayStep,10,2,10,80,Nv,Host-seeking mosquitoes,38.4189503742191,41.298254733777,39.5910033568972,39.4186549452894,0.937760601271152,18,38.6789339109985,40.1222613329159,38.4556939053495,41.2451204054639,0.221032293429469,39.1246659810155,40.0573407327789,0
25,decay_5dayStep,10,2,10,80,Nv0,Mosquito emergence,79.8277442548059,81.6737940626358,80.3316337338904,80.1730754737595,0.497579997266556,18,79.9321468376945,80.5103014047288,79.8383143886142,81.3855858229856,0.117280730083322,80.0841930225809,80.5790744451998,0
25,decay_5dayStep,10,2,10,80,PR,Prevalence,-2.45641121150352,2.22886332611655,0.278411917578344,0.385105124392604,1.2990836870063,18,-0.659621345552963,1.19042389564346,-2.13808181754139,2.17320656122395,0.306196961470325,-0.367607201616975,0.924431036773663,0
25,decay_5dayStep,10,2,10,80,simulatedEIR,EIR,12.5675266477509,18.0719992946872,15.2790499846138,15.2999013367711,1.79700002351931,18,13.5830283562921,16.7941406177153,12.638200160285,17.8611691039711,0.423556967474298,14.3854228965367,16.1726770726909,0
25,decay_5dayStep,10,3,15,80,Nv,Host-seeking mosquitoes,25.8747344590865,29.2952896250161,26.9364751627733,26.9834873155882,0.83891408150525,18,26.2079144118923,27.3650460940836,25.9061662066099,28.6031713743918,0.197733945288416,26.5192930047373,27.3536573208092,0
25,decay_5dayStep,10,3,15,80,Nv0,Mosquito emergence,-0.927738978655018,4.4080586551846,0.725795342595961,0.574185281598827,1.37736096847742,18,-0.393595657251786,1.38968270021224,-0.895845384527977,3.71889831911549,0.324647093650684,0.040849847113437,1.41074083807849,0
25,decay_5dayStep,10,3,15,80,PR,Prevalence,-2.00374091558816,1.91955113749985,-0.26775026148719,-0.291722216838207,0.934306068582268,18,-0.593705542715548,0.0774542151465582,-1.89718094810553,1.57834283123648,0.220218052266089,-0.732369738678295,0.196869215703915,0
25,decay_5dayStep,10,3,15,80,simulatedEIR,EIR,10.0269165277747,15.9610766787803,12.3590868988812,11.9710888813718,1.81589609259501,18,10.9140507317449,13.8679455283718,10.0621338836694,15.5067875537786,0.428010813668028,11.4560630167233,13.2621107810391,0
25,decay_5dayStep,10,4,20,80,Nv,Host-seeking mosquitoes,23.46970123641,27.3093708723394,25.6183213661583,25.5422213679284,0.922775666803837,18,25.0285048061939,26.242058521889,23.9786401457027,27.1780543279299,0.217500310503644,25.1594358228742,26.0772069094425,0
25,decay_5dayStep,10,4,20,80,Nv0,Mosquito emergence,79.4733064578945,80.5744535711849,80.0821699703079,80.0412731031931,0.281364545759181,18,79.9285431963194,80.2721966122754,79.6165865366127,80.5620539168089,0.0663182594305965,79.9422506734664,80.2220892671494,0
25,decay_5dayStep,10,4,20,80,PR,Prevalence,-3.40911967928284,2.84793725822257,-0.332638090061232,-0.473240559612678,1.62955615936895,18,-1.37529335971756,0.46756189748467,-2.92771312509709,2.66941377273664,0.384090070204697,-1.14299730347019,0.47772112334773,0
25,decay_5dayStep,10,4,20,80,simulatedEIR,EIR,8.39209169345662,16.6766530996273,12.3443752902551,11.835072529972,2.20241267927243,18,10.8641808675347,13.9219253471546,8.96595975842212,16.0759680796617,0.519113646828255,11.249141231511,13.4396093489992,0
25,decay_5dayStep,10,6,30,80,Nv,Host-seeking mosquitoes,4.19388021870581,9.26756472578166,6.96934951752457,7.05623779057275,1.58016856168977,18,5.97565533964179,7.99558321943625,4.28536594086471,9.19168325136506,0.37244930179621,6.18355017864178,7.75514885640735,0
25,decay_5dayStep,10,6,30,80,Nv0,Mosquito emergence,-1.85244905613417,4.75429976836313,1.27408413155994,1.31468757005809,1.82133562672301,18,0.211892307333444,2.36465896326991,-1.73968440570042,4.41584036677852,0.429292924157497,0.36835523271884,2.17981303040105,0
25,decay_5dayStep,10,6,30,80,PR,Prevalence,-2.64437088033764,1.79983589175064,0.32054243498503,0.43770448597657,1.13720786951058,18,-0.0113011428413104,1.15639422910054,-2.00842041316691,1.74995361055507,0.268042465383213,-0.24497773400132,0.88606260397138,0
25,decay_5dayStep,10,6,30,80,simulatedEIR,EIR,9.57393770967429,16.3603279750283,13.543782051262,14.0326871221618,1.93748035276448,18,12.894204980385,14.8059486363322,9.85911847443005,16.0844603070363,0.45666849861849,12.5802957389709,14.507268363553,0
25,decay_5dayStep,10,once,once,80,Nv,Host-seeking mosquitoes,3.86987871193819,8.8707341480923,6.13476952859918,6.06843505157179,1.24946358095653,18,5.50527996417442,6.65354547566519,4.01906814450044,8.48692941787511,0.294501390313329,5.51342590762255,6.75611314957582,0
25,decay_5dayStep,10,once,once,80,Nv0,Mosquito emergence,-1.98951156420074,3.37046904954968,0.381938081346703,0.232684406202492,1.45832489419154,18,-0.44564937619367,0.857604975870893,-1.80865824568663,3.22754353793715,0.343730473951997,-0.34326982717325,1.10714598986666,0
25,decay_5dayStep,10,once,once,80,PR,Prevalence,-2.86983568505234,2.18384706287657,-0.276141188304359,-0.068624223258828,1.32704193052467,18,-1.12910204151661,0.569793488516464,-2.65917414398095,1.78504563546547,0.312786782664293,-0.936063614909848,0.383781238301131,0
25,decay_5dayStep,10,once,once,80,simulatedEIR,EIR,9.07406368372972,15.4393165663094,12.2294573661767,12.1972745169106,1.76921837381275,18,11.2273544084042,13.5540763262336,9.29751686783448,15.0835877919447,0.417008769840943,11.3496457674732,13.1092689648803,0
30,decay_5dayStep,10,1,5,80,Nv,Host-seeking mosquitoes,72.2624125540271,75.1415502113911,73.1790216250098,73.0007886488483,0.751211378813766,18,72.6895585689207,73.4500064707137,72.2887229972123,74.7874842021344,0.177062220021237,72.8054529949633,73.5525902550564,0
30,decay_5dayStep,10,1,5,80,Nv0,Mosquito emergence,79.8358189584951,84.4653633802004,81.0315266316693,80.517983577669,1.24729506730992,18,80.3219038139894,81.1342774756032,79.8697208613864,83.8921128531964,0.293990266745126,80.4112613871591,81.6517918761796,0
30,decay_5dayStep,10,1,5,80,PR,Prevalence,-3.44594393655212,1.55531148485221,-0.426009568727035,-0.0158265753587303,1.55392617124315,18,-1.24361732168116,0.799460557572816,-3.34686653643649,1.53598618801757,0.366263911049761,-1.19875887385798,0.346739736403907,0
30,decay_5dayStep,10,1,5,80,simulatedEIR,EIR,34.5387024193197,39.6359364972952,36.919272757632,36.8143130282525,1.39592345549073,18,35.9506737463133,37.7967961953883,34.7436915519541,39.6197277061202,0.329022313798285,36.2250963545256,37.6134491607383,0
30,decay_5dayStep,10,12,60,80,Nv,Host-seeking mosquitoes,2.74303777010548,7.12103566863294,4.57744220920321,4.41377093190631,1.17290643343638,18,3.88216370407558,5.1100895325417,2.89157508238895,7.04180899890345,0.276456697593398,3.9941695620243,5.16071485638212,0
30,decay_5dayStep,10,12,60,80,Nv0,Mosquito emergence,-1.18219948918176,3.24294564085988,0.647573187346278,0.453188358716035,1.2185804908732,18,-0.00407065002616792,1.10842325302872,-1.04883775555593,3.21786444854709,0.28722217617269,0.0415873657579509,1.2535590089346,0
30,decay_5dayStep,10,12,60,80,PR,Prevalence,-2.24554174836042,1.96449108962619,0.0539861002323176,-0.172117703623297,1.16651906369899,18,-0.699360116399994,1.02184090719821,-1.96381888357893,1.86960356056941,0.274951180108313,-0.526110182703856,0.634082383168491,0
30,decay_5dayStep,10,12,60,80,simulatedEIR,EIR,8.28684115607897,16.0275426070661,12.2498358606524,12.4599789655942,2.09054092032148,18,10.7009545307798,13.4975485905387,8.48344621581454,15.7820969170105,0.492745220369096,11.2102343188148,13.2894374024901,0
30,decay_5dayStep,10,2,10,80,Nv,Host-seeking mosquitoes,32.9988682381904,37.0862616589842,34.4032472382059,34.0130777523908,1.27491403453104,18,33.2748773361821,35.1127585589967,33.0053597818194,36.9848464510198,0.300500119748933,33.7692474044188,35.037247071993,0
30,decay_5dayStep,10,2,10,80,Nv0,Mosquito emergence,-0.767524685525726,8.57271883565944,1.94307502723624,0.83899946741216,2.66865319429446,18,-0.130038731593048,3.32779946318592,-0.706259186861315,7.92330449091896,0.629007590106919,0.615985015053268,3.27016503941921,0
30,decay_5dayStep,10,2,10,80,PR,Prevalence,-2.54530884145169,2.04647975226966,0.174870324136191,0.386546139514418,1.26612450614506,18,-0.859242290815332,0.954789843155449,-2.05256234146942,1.98688080029607,0.298428408040546,-0.45475858001575,0.804499228288132,0
30,decay_5dayStep,10,2,10,80,simulatedEIR,EIR,19.8809507110898,24.9322671046372,22.4376581398943,22.5365695804825,1.67254949486839,18,20.8441444187942,24.0133314427814,19.9736941513797,24.7669122818979,0.394223696563857,21.6059188437329,23.2693974360558,0
30,decay_5dayStep,10,3,15,80,Nv,Host-seeking mosquitoes,16.6675122605018,21.7037727124883,18.0349924453167,17.9444705973427,1.19845226706377,18,17.0597315242899,18.6105767032961,16.7009127092485,20.5412928394267,0.28247790832306,17.4390161539429,18.6309687366904,0
30,decay_5dayStep,10,3,15,80,Nv0,Mosquito emergence,-0.982350659352196,7.89730384470443,1.05971349747368,0.687499850152508,2.09056575548494,18,-0.483367847603171,1.68391120538796,-0.944481780649629,5.90718629556353,0.49275107407326,0.0200996053998177,2.09932738954754,0
30,decay_5dayStep,10,3,15,80,PR,Prevalence,-1.95264875773255,1.8438010972022,-0.185775366561251,-0.227433538229968,0.820484634984535,18,-0.552941659182057,0.204228377929258,-1.74877774976552,1.32443288602053,0.193390083085645,-0.593792776453824,0.222242043331322,0
30,decay_5dayStep,10,3,15,80,simulatedEIR,EIR,11.9807142258323,17.9276358986787,14.3174669684605,13.8618152847172,1.83544444893978,18,12.8178009394731,15.7386530505069,12.0822218281729,17.6554255041897,0.432618405445508,13.4047219173942,15.2302120195269,0
30,decay_5dayStep,10,4,20,80,Nv,Host-seeking mosquitoes,22.6336828809521,26.4507244295437,24.8116529128901,24.7439476447107,0.938525103964009,18,24.2134347048879,25.5240262348489,23.1541595293746,26.3708488220992,0.221212488442253,24.3449353587633,25.2783704670168,0
30,decay_5dayStep,10,4,20,80,Nv0,Mosquito emergence,-2.62434112353444,2.60856758725094,0.283868541348837,0.184134552340868,1.27357051563005,18,-0.526436571148265,1.25851192386702,-1.9313371688885,2.45274766576443,0.300183449307085,-0.349463176206988,0.917200258904662,0
30,decay_5dayStep,10,4,20,80,PR,Prevalence,-3.71231250356112,2.73864333282822,-0.332970053898884,-0.547842273570532,1.63229433119366,18,-1.29717297791485,0.613950308912107,-3.03940504608053,2.61515802549146,0.384735463493132,-1.14469092812161,0.478750820323846,0
30,decay_5dayStep,10,4,20,80,simulatedEIR,EIR,8.05224478253341,16.2470437266473,11.9462643027772,11.4830300023536,2.26399577429407,18,10.4180471127299,13.5989808726211,8.56937104081182,15.8766448634072,0.533628921527009,10.8204056913571,13.0721229141972,0
30,decay_5dayStep,10,6,30,80,Nv,Host-seeking mosquitoes,2.08668030864291,7.4008970730534,4.95104096111652,5.06472788106096,1.60819744826229,18,3.96740780230371,6.01443432837129,2.19417410962388,7.29355999769845,0.379055773717723,4.15130318485921,5.75077873737383,0
30,decay_5dayStep,10,6,30,80,Nv0,Mosquito emergence,-1.96850090012277,3.55089848525167,1.03934237518798,1.25161573867525,1.62569868741078,18,0.0858479928624696,2.19344609312226,-1.82309372880922,3.45883579802522,0.383180855344743,0.230901437454149,1.84778331292182,0
30,decay_5dayStep,10,6,30,80,PR,Prevalence,-2.54476069359214,2.31751590158458,0.410741438592879,0.351249458549147,1.20520048686414,18,-0.286260002882325,1.51507957087499,-1.80275782364918,2.12486984106551,0.284068478983654,-0.18859066353825,1.01007354072401,0
30,decay_5dayStep,10,6,30,80,simulatedEIR,EIR,9.18733916256896,15.9605027119641,13.182892097492,13.7835262415579,1.96511881844701,18,12.4421506289263,14.3899364684582,9.45525535782434,15.7297151308553,0.463182947453726,12.2056614995674,14.1601226954166,0
30,decay_5dayStep,10,once,once,80,Nv,Host-seeking mosquitoes,1.81461223530518,6.70359384313432,4.09846185133222,4.04892214163818,1.26245213874581,18,3.45167142467097,4.64204507555821,1.96883958151939,6.43663655192479,0.297562822743541,3.47065917252385,4.7262645301406,0
30,decay_5dayStep,10,once,once,80,Nv0,Mosquito emergence,-2.13730462800722,2.41725267669506,0.144581668420861,0.0283619381896324,1.24560274120279,18,-0.532891707274433,0.773510056570166,-1.98727748446553,2.3037945357071,0.293591381656349,-0.474842002115311,0.764005338957034,0
30,decay_5dayStep,10,once,once,80,PR,Prevalence,-2.88356213351026,1.6959443068877,-0.302535932424713,-0.0326782281528222,1.43012344555665,18,-1.03172510018316,0.695494859586482,-2.833442714862,1.66359704873014,0.337083328762327,-1.01371959047538,0.408647725625952,0
30,decay_5dayStep,10,once,once,80,simulatedEIR,EIR,8.63714471705844,15.5342216252739,11.8218072833884,11.7776274523094,1.83345982054576,18,10.8922640118399,13.0472851668703,8.84682009674956,15.005927494746,0.432150624046993,10.9100491648036,12.7335654019731,0
35,decay_5dayStep,10,1,5,80,Nv,Host-seeking mosquitoes,74.87942469677,78.5940835284147,75.9492122853217,75.5893532861083,0.984869865392833,18,75.2948000082312,76.0648240389298,74.910560422032,78.1076983585026,0.232136053468518,75.4594480235371,76.4389765471064,0
35,decay_5dayStep,10,1,5,80,Nv0,Mosquito emergence,79.897624315688,85.4727318042515,81.3233359996003,80.6717283301013,1.55103109730549,18,80.3998201053402,81.4301627289981,79.9403930607055,84.9123104456463,0.365581535578641,80.5520263808682,82.0946456183324,0
35,decay_5dayStep,10,1,5,80,PR,Prevalence,-3.28549031472136,2.09131182422808,-0.224842679583368,0.00343722188813018,1.62361284767939,18,-1.26795672515846,0.919918642362999,-3.20053330255599,1.92374260600618,0.382689218205233,-1.03224635362162,0.582560994454886,0
35,decay_5dayStep,10,1,5,80,simulatedEIR,EIR,45.5337423907275,49.7682573406655,47.5413756139433,47.4288803176373,1.16149440244933,18,46.9974356589083,48.2988020701174,45.7072763324442,49.7574037685215,0.273766856094045,46.9637780362617,48.118973191625,0
35,decay_5dayStep,10,12,60,80,Nv,Host-seeking mosquitoes,1.38142904254218,5.64398387836196,3.19246263033882,3.03661044719391,1.16565590525902,18,2.5414770247,3.62678058475767,1.52312320338353,5.62942114105669,0.274747731712933,2.6127955859965,3.77212967468113,0
35,decay_5dayStep,10,12,60,80,Nv0,Mosquito emergence,-1.20623869613901,3.06611684834024,0.515522209986021,0.32760754251495,1.15535420716255,18,-0.0277542941312279,0.845774677919607,-1.0829494361405,2.91151050831998,0.272319598185683,-0.0590219204154426,1.09006634038749,0
35,decay_5dayStep,10,12,60,80,PR,Prevalence,-2.02242754096021,2.99801816190003,0.379618614347837,0.294682092394077,1.41089821803227,18,-0.524468492002206,1.0627077740198,-1.90706233334266,2.87885673187956,0.33255189917821,-0.322004562976406,1.08124179167208,0
35,decay_5dayStep,10,12,60,80,simulatedEIR,EIR,6.49954058605296,14.4833040272272,10.6607949862395,10.9702991662033,2.12943516595491,18,9.02330382425683,11.9044233697351,6.77537128049482,14.2058927222299,0.501912681981272,9.60185179108329,11.7197381813957,0
35,decay_5dayStep,10,2,10,80,Nv,Host-seeking mosquitoes,41.1203793201321,45.1637757444821,42.4613279791817,42.0181012446885,1.26016261305531,18,41.392109541014,43.1723907974232,41.1398763879476,45.1080399722516,0.297023176363057,41.8346638547134,43.0879921036501,0
35,decay_5dayStep,10,2,10,80,Nv0,Mosquito emergence,79.8643285099268,82.0761802237231,80.433657446199,80.2045632176183,0.609659715118983,18,79.970487215373,80.6531721963975,79.8689012580328,81.8006201920534,0.143698172925631,80.1304808024543,80.7368340899437,0
35,decay_5dayStep,10,2,10,80,PR,Prevalence,-2.41445016235183,2.66410379006639,0.390883728946251,0.507195513203208,1.30832229880302,18,-0.550147582100003,1.38570721308184,-2.01369757632911,2.29539527649862,0.30837452315373,-0.25972964381041,1.04149710170291,0
35,decay_5dayStep,10,2,10,80,simulatedEIR,EIR,23.3818049248004,28.1996412787022,25.9346868356863,26.1281290043983,1.6792238700586,18,24.2935824788724,27.6509981708108,23.4643950004179,28.0902519251503,0.395796861882919,25.0996284508282,26.7697452205445,0
35,decay_5dayStep,10,3,15,80,Nv,Host-seeking mosquitoes,30.3482658389497,34.8529009322822,31.5481690057653,31.4208114029042,1.07295960140714,18,30.6862549256781,32.0190399000562,30.3747270468435,33.8035216237879,0.252899003364735,31.0145987488479,32.0817392626827,0
35,decay_5dayStep,10,3,15,80,Nv0,Mosquito emergence,79.849378389005,81.158755007975,80.2535030657408,80.1480636869136,0.389636702780491,18,79.985454387134,80.3747304591595,79.851930399642,81.1508473955242,0.0918382515784176,80.0597412919197,80.4472648395619,0
35,decay_5dayStep,10,3,15,80,PR,Prevalence,-2.0175515071461,1.9547969277007,-0.0250944449137073,0.167277456879762,0.935502546631782,18,-0.497373128202231,0.302683631241791,-1.89473416004118,1.5526121886836,0.220500064846873,-0.490308916640896,0.440120026813481,0
35,decay_5dayStep,10,3,15,80,simulatedEIR,EIR,17.9223898472991,23.6037860958344,20.2327487936945,19.8190161646017,1.74788174305231,18,18.7436173909956,21.4967086402439,18.1164189117615,23.4868861731142,0.411979677741484,19.3635476518448,21.1019499355443,0
35,decay_5dayStep,10,4,20,80,Nv,Host-seeking mosquitoes,14.017922034697,19.2281833111656,16.5113996574616,16.4114602449608,1.14129125456981,18,15.7609963588783,17.1577572747697,14.5740528446597,18.6898238405422,0.269004928471737,15.943848868858,17.0789504460652,0
35,decay_5dayStep,10,4,20,80,Nv0,Mosquito emergence,-2.46248439808799,6.15664782874866,0.699713326471147,0.387840576333818,1.77005150302471,18,-0.232090436665493,1.36095671877525,-1.85390425035533,4.41990139249535,0.417205140279405,-0.180512577642476,1.57993923058477,0
35,decay_5dayStep,10,4,20,80,PR,Prevalence,-3.85141225829689,3.1250027834222,-0.103598169553923,-0.340108535223948,1.68739362387224,18,-0.810179290302726,1.02840362864715,-3.03570305049908,2.75455081589962,0.397722491323668,-0.942719277403274,0.735522938295429,0
35,decay_5dayStep,10,4,20,80,simulatedEIR,EIR,9.12694200072155,17.0288954207165,12.6476950369363,12.2221705131878,2.2840509635051,18,11.0801650194122,14.3017327396407,9.45116143048291,16.7778456819887,0.538355974956708,11.511863214553,13.7835268593196,0
35,decay_5dayStep,10,6,30,80,Nv,Host-seeking mosquitoes,20.6158479481467,24.877468883744,22.9359782870794,23.0487743688998,1.2876128545768,18,22.1533567547713,23.8157644577359,20.708968489414,24.8038663484149,0.303493260338076,22.2956634786507,23.5762930955081,0
35,decay_5dayStep,10,6,30,80,Nv0,Mosquito emergence,79.591782006701,80.6024777280538,80.181688113981,80.2430407252245,0.307999976848411,18,79.9988767166769,80.4122819006313,79.6249780692341,80.6024699686385,0.072596290744937,80.0285233288744,80.3348528990875,0
35,decay_5dayStep,10,6,30,80,PR,Prevalence,-2.01470422822366,2.23065004914129,0.594508501604486,0.491867765569204,1.1110523582309,18,-0.124417288891524,1.54231592151982,-1.37726510837546,2.13319819554415,0.261877552252791,0.0419951623766888,1.14702184083228,0
35,decay_5dayStep,10,6,30,80,simulatedEIR,EIR,7.65497882458385,14.7364112277783,11.5987923347698,12.275297528775,2.04746581574765,18,10.7330590836293,12.8143764522746,7.84534797930737,14.351168079546,0.48259232085427,10.5806115384887,12.6169731310509,0
35,decay_5dayStep,10,once,once,80,Nv,Host-seeking mosquitoes,0.430939708015768,5.11649938895925,2.70686491529979,2.63225772119669,1.22866360309544,18,2.06907530720858,3.31087306215569,0.581336173716578,4.88925134228096,0.289598788515295,2.09586487996856,3.31786495063101,0
35,decay_5dayStep,10,once,once,80,Nv0,Mosquito emergence,-2.22154787658456,1.98697601916874,0.0122610097547723,-0.049746481124077,1.15122153102176,18,-0.592614444204365,0.744788577757492,-2.08831259862078,1.82420232367767,0.271345517077815,-0.560227989151238,0.584750008660783,0
35,decay_5dayStep,10,once,once,80,PR,Prevalence,-2.82393776678853,2.11993565859707,0.0115989608412903,0.227357885016324,1.31462564695911,18,-0.444280037947361,0.522324824521825,-2.71793787368713,2.09706362909974,0.30986023656218,-0.642148993208713,0.665346914891294,0
35,decay_5dayStep,10,once,once,80,simulatedEIR,EIR,6.88602153750299,14.3835986806085,10.1720308659638,10.0403000673218,1.95952317029062,18,9.12540543557582,11.2841031920352,7.09233704710149,13.7146673333566,0.461864040534886,9.19758291840223,11.1464788135253,0
40,decay_5dayStep,10,1,5,80,Nv,Host-seeking mosquitoes,76.6175548111404,81.1820485873466,77.8617094154423,77.3702408489692,1.24275499324495,18,77.1069593006073,77.9360979350123,76.6548809089818,80.6745299294836,0.292920161025649,77.243701896649,78.4797169342357,0
40,decay_5dayStep,10,1,5,80,Nv0,Mosquito emergence,79.9562861249519,86.3796035541755,81.5894654939749,80.8452054140778,1.83064076240012,18,80.4470294770038,81.6998342067237,80.0074589514126,85.8396905621272,0.431486165669879,80.679109260025,82.4998217279248,0
40,decay_5dayStep,10,1,5,80,PR,Prevalence,-2.42829446091456,2.49717938786768,0.399186858306248,0.757780977196975,1.44003707533848,18,-0.350074904881525,1.15492126455671,-2.2534610780812,2.46675196936106,0.339419993710628,-0.316926731852522,1.11530044846502,0
40,decay_5dayStep,10,1,5,80,simulatedEIR,EIR,54.408641066281,58.0293336687022,56.1367431233079,56.1500320018411,1.00070961405035,18,55.7189815885894,56.7773601042345,54.5568659838365,57.965307723542,0.235869518031193,55.6391019398297,56.6343843067862,0
40,decay_5dayStep,10,12,60,80,Nv,Host-seeking mosquitoes,0.482010015216224,4.71187339224665,2.25103088668663,2.11441410502291,1.14837234403432,18,1.65599826678753,2.59122753056077,0.616503614960937,4.64297004947887,0.270673957264587,1.67995875513602,2.82210301823725,0
40,decay_5dayStep,10,12,60,80,Nv0,Mosquito emergence,-1.22134287956901,2.99425717828467,0.430922129639469,0.220591397961438,1.12663564310106,18,-0.0569204225888886,0.685958729848583,-1.10449959890497,2.72650160514358,0.265550567721075,-0.129340594840936,0.991184854119873,0
40,decay_5dayStep,10,12,60,80,PR,Prevalence,-2.01131061483946,2.98087785439975,0.52972148822536,0.398700781725793,1.35850448504163,18,-0.210492171805137,1.19550181790041,-1.63578431658739,2.98039875946844,0.320202577881759,-0.145846898651962,1.20528987510268,0
40,decay_5dayStep,10,12,60,80,simulatedEIR,EIR,4.37929949804918,12.6211388049456,8.72195422648932,9.15533278185478,2.2006156017903,18,6.95956026637312,9.95673258085016,4.7204377025189,12.3294861828177,0.518690071603611,7.62761383335254,9.8162946196261,0
40,decay_5dayStep,10,2,10,80,Nv,Host-seeking mosquitoes,34.7234957467417,40.2652093571099,36.3968297761334,35.7421604962044,1.63368223172008,18,35.092717360946,37.3284691973153,34.7571415379754,40.0072116748693,0.385062594784415,35.5844187152163,37.2092408370505,0
40,decay_5dayStep,10,2,10,80,Nv0,Mosquito emergence,-0.725358149434906,10.6653278150249,2.34793829552189,1.05435834112876,3.17506504122554,18,0.0192740314862672,3.58182943741542,-0.658136860011605,9.68194651967794,0.748370007119641,0.769015596517639,3.92686099452614,0
40,decay_5dayStep,10,2,10,80,PR,Prevalence,-2.08596178652815,3.42401889773087,0.776789057352444,1.09504387783908,1.48186427597488,18,-0.441071691245547,1.77926669255193,-1.75871396776178,3.03480773548311,0.349278759446644,0.0398752896656186,1.51370282503927,0
40,decay_5dayStep,10,2,10,80,simulatedEIR,EIR,28.6274752473231,33.2318264634399,31.103463731409,31.3006173226385,1.65671840334962,18,29.4559102043887,32.8378887240335,28.6999323176678,33.1798335904234,0.390492272508355,30.2795970518473,31.9273304109706,0
40,decay_5dayStep,10,3,15,80,Nv,Host-seeking mosquitoes,27.6254506752774,32.1621668598358,28.903450120956,28.7234616616794,1.12448000689781,18,28.0130164548869,29.4258661442857,27.6483154431961,31.3832882423988,0.26504247939538,28.34425936914,29.4626408727719,0
40,decay_5dayStep,10,3,15,80,Nv0,Mosquito emergence,-0.855164155365829,5.4399708358357,1.01094423879575,0.64793258698608,1.70234503008185,18,-0.228407314388638,1.69530089059,-0.831277164492858,4.93338673805714,0.401246571563365,0.164387971559155,1.85750050603235,0
40,decay_5dayStep,10,3,15,80,PR,Prevalence,-2.12701733841103,2.19334552063501,0.313584580400188,0.422334437575024,0.953493605159734,18,0.0655545036711456,0.791632729531388,-1.67951069572522,1.85239553695828,0.224740598008819,-0.160576634250393,0.787745795050769,0
40,decay_5dayStep,10,3,15,80,simulatedEIR,EIR,18.5834938365639,24.4995800776741,21.0481300591732,20.7331520479392,1.78150966884356,18,19.5409956734155,22.2046611583879,18.8619966024936,24.4274261726824,0.419905855862893,20.1622061432502,21.9340539750961,0
40,decay_5dayStep,10,4,20,80,Nv,Host-seeking mosquitoes,8.33342942334308,14.3090694146782,11.1385966984163,10.9786680270261,1.34539527907325,18,10.2659564022434,11.8325743808016,8.95064699091146,13.7367066535312,0.317112708403021,10.4695473662987,11.8076460305339,0
40,decay_5dayStep,10,4,20,80,Nv0,Mosquito emergence,-2.55188723834818,5.13821528240703,0.943432533088927,0.548714007413163,1.91303084620721,18,-0.0785620677544885,1.56061178038626,-1.75971327999911,4.77050130541981,0.450905694657386,-0.00789532563297757,1.89476039181083,0
