PostInterventionDays,Decay2,EIR,Frequency,Frequency_fct,LARVcov,outcome,outcomeLabel,min.val,max.val,mean.val,median.val,sd.val,n.val,q25,q75,q2.5,q97.5,se.val,lower.ci.val,upper.ci.val,weighted
-5,decay_5dayStep,10,12,60,80,simulatedEIR,EIR,-4.60807040166958,4.17732264600264,-0.264834706855883,-0.0160889390493455,2.43681708919247,18,-2.10256996431887,1.18819512507138,-4.39300533360142,3.92464425735418,0.574363296093087,-1.47663533628877,0.946965922577002,0
-5,decay_5dayStep,10,2,10,80,Nv,Host-seeking mosquitoes,-1.30026133057097,2.46666835572581,0.255545732660795,0.373072619269487,1.07382530001141,18,-0.768431974699191,0.894953464314479,-1.2416621483547,2.1471403653439,0.253103050482583,-0.278455026044491,0.78954649136608,0
-5,decay_5dayStep,10,2,10,80,Nv0,Mosquito emergence,-1.28073153695195,2.46378741365874,0.257810825503447,0.37212864681136,1.0690123965015,18,-0.775901574412184,0.894107476364667,-1.22015275941139,2.14214854604276,0.251968638246231,-0.273796532593899,0.789418183600794,0
-5,decay_5dayStep,10,2,10,80,PR,Prevalence,-1.86123660163582,2.51927954093206,0.098175919797933,-0.217610374594896,1.45455601236049,18,-1.15003970495181,1.32077844428706,-1.80068100258491,2.44423134427324,0.342842139985256,-0.625157767880671,0.821509607476537,0
-5,decay_5dayStep,10,2,10,80,simulatedEIR,EIR,-2.77556355090197,3.42861372350405,0.295105523348275,0.481215008754933,2.06033186354691,18,-1.39504419875548,2.02530378919876,-2.75852458642637,3.29475425584967,0.485624877402913,-0.729473407979785,1.31968445467633,0
-5,decay_5dayStep,10,3,15,80,Nv,Host-seeking mosquitoes,-1.17753191898668,1.39977217755775,-0.0541772364065103,-0.146795896015842,0.780537522303809,18,-0.630332865716253,0.473549260460915,-1.15328989968247,1.30046298562544,0.183974458330523,-0.442329414515694,0.333974941702674,0
-5,decay_5dayStep,10,3,15,80,Nv0,Mosquito emergence,-1.15962872821017,1.40206554103168,-0.0514185197910193,-0.132106780372487,0.778014137402504,18,-0.621693839553597,0.47455369329765,-1.14173280026393,1.30022218450158,0.183379690805438,-0.438315848110589,0.33547880852855,0
-5,decay_5dayStep,10,3,15,80,PR,Prevalence,-1.5586070840043,2.67887319249564,-0.110791120307274,-0.140583454314907,0.990725319001345,18,-0.77781812983105,0.250536126399438,-1.39227733163389,1.92300255684419,0.233516197119686,-0.603467230666782,0.381884990052233,0
-5,decay_5dayStep,10,3,15,80,simulatedEIR,EIR,-3.26510646482598,3.47437725877201,-0.502437741374326,-0.822936084848531,2.11216065653388,18,-2.10661936961323,1.4134790558636,-3.23545529281718,3.11428091866982,0.497841041063513,-1.55279052509488,0.547915042346228,0
-5,decay_5dayStep,10,4,20,80,Nv,Host-seeking mosquitoes,-2.7168662041257,1.56418845008902,-0.246448668228173,-0.253183310583656,1.04962235823315,18,-0.888674792655731,0.264281043914499,-2.15941567824864,1.42247098610154,0.247398362397225,-0.76841358714429,0.275516250687944,0
-5,decay_5dayStep,10,4,20,80,Nv0,Mosquito emergence,-2.7132731955566,1.54742253597882,-0.25110968398334,-0.248925472619151,1.048324030653,18,-0.885111788743563,0.249427684421929,-2.17053653934016,1.41208729114503,0.24709234365185,-0.772428959783357,0.270209591816677,0
