PostInterventionDays,EIR,LARVcov,outcome,outcomeLabel,min.val,max.val,mean.val,median.val,sd.val,n.val,q25,q75,q2.5,q97.5,se.val,lower.ci.val,upper.ci.val,weighted
295,10,100,PR,Prevalence,68.8838581043917,72.2080752977407,70.5020729235013,70.4907391861195,0.849249000643364,18,70.12397813993,71.0611782569462,69.0314729674553,71.9004568928499,0.200169909090274,70.0797513310891,70.9243945159134,0
295,10,100,simulatedEIR,EIR,100,100,100,100,0,18,100,100,100,100,0,100,100,0
300,10,0,Nv,Host-seeking mosquitoes,0,0,0,0,0,18,0,0,0,0,0,0,0,0
300,10,0,PR,Prevalence,0,0,0,0,0,18,0,0,0,0,0,0,0,0
300,10,0,simulatedEIR,EIR,0,0,0,0,0,18,0,0,0,0,0,0,0,0
300,10,20,Nv,Host-seeking mosquitoes,19.7013028349577,24.7746792211193,20.7216332046053,20.2582601289143,1.41459135492069,18,19.8604135300156,20.6549143764771,19.7236771523559,24.3273951884012,0.333422379890762,20.0181734735135,21.4250929356971,0
300,10,20,PR,Prevalence,9.9226920994235,14.0234771067458,12.1991580164784,12.1607717900226,1.24085702702786,18,11.8061772946374,13.2363411300777,9.92480539679599,13.9284541978989,0.292472806098125,11.5820943340799,12.8162216988768,0
300,10,20,simulatedEIR,EIR,28.4504626046437,34.7853859796495,31.444025313212,30.8769364812052,1.68693218044284,18,30.4101091468433,32.5547889953002,29.0700575500093,34.6674444465125,0.397613728064313,30.6051336757815,32.2829169506424,0
300,10,40,Nv,Host-seeking mosquitoes,39.1517435836668,47.8217847470564,41.6310944940641,41.3004315720868,2.41041506472821,18,39.8828863019451,42.0053273626647,39.2806028055903,47.4397845440898,0.568140279247842,40.4324232825125,42.8297657056158,0
300,10,40,PR,Prevalence,24.3962890213967,31.0726701339168,27.0094278728717,26.5692164952214,1.87413489965886,18,25.6562233557837,28.0154132068005,24.6005313207536,30.788747603194,0.441737832135717,26.0774425133134,27.9414132324299,0
300,10,40,simulatedEIR,EIR,55.3455149882631,64.2331832882939,57.9462344711736,56.7538113142288,2.65170893121497,18,56.1545034387216,58.820728300925,55.577948621218,64.1877510223998,0.625013788998347,56.6275706427843,59.264898299563,0
