seed,EIR,SeasonID,SeasonID_label,Duration_yr,developmentDuration,femaleEggsLaidByOviposit,developmentSurvival,LARVcov,red_simulated.EIR,red_PR,red_Nv0,red_Nv,red_simulated.EIR_cum,red_PR_cum,red_Nv0_cum,red_Nv_cum,Seasonality_grp,EIRlabel,Seasonality_grp2
1,10,1-1,"Medium seasonality,
one transmission season",1,11,99,60,60,29.4820896869079,26.4750378214826,0.151741444336062,0.163640614041923,29.4820896869079,26.4750378214826,0.151741444336062,0.163640614041923,Mid of rain,EIR 10,Mid of rain
1,10,1-1,"Medium seasonality,
one transmission season",1,11,99,60,80,45.963728232428,38.5022692889561,0.828699340677924,0.84989220499233,45.963728232428,38.5022692889561,0.828699340677924,0.84989220499233,Mid of rain,EIR 10,Mid of rain
1,10,1-1,"Medium seasonality,
one transmission season",1,11,99,60,100,62.2535414598935,56.732223903177,-0.237899722052291,-0.237408763864,62.2535414598935,56.732223903177,-0.237899722052291,-0.237408763864,Mid of rain,EIR 10,Mid of rain
1,10,1-2,"Medium seasonality,
two transmission seasons",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 10,Mid of rain
1,10,1-2,"Medium seasonality,
two transmission seasons",1,11,99,60,20,7.19731268471112,8.29616413916146,-2.8368748610086,-2.87198565196501,7.19731268471112,8.29616413916146,-2.8368748610086,-2.87198565196501,Mid of rain,EIR 10,Mid of rain
1,10,1-2,"Medium seasonality,
two transmission seasons",1,11,99,60,40,12.3196490817304,12.1320249776985,-0.344859816096246,-0.358225144265302,12.3196490817304,12.1320249776985,-0.344859816096246,-0.358225144265302,Mid of rain,EIR 10,Mid of rain
1,10,1-2,"Medium seasonality,
two transmission seasons",1,11,99,60,60,28.7584307110826,26.5239369610467,1.88770461951005,1.87818442172566,28.7584307110826,26.5239369610467,1.88770461951005,1.87818442172566,Mid of rain,EIR 10,Mid of rain
1,10,1-2,"Medium seasonality,
two transmission seasons",1,11,99,60,80,35.9428419888236,32.8873030032709,-0.96399599060176,-0.990946846619693,35.9428419888236,32.8873030032709,-0.96399599060176,-0.990946846619693,Mid of rain,EIR 10,Mid of rain
1,10,1-2,"Medium seasonality,
two transmission seasons",1,11,99,60,100,51.0382048886776,49.1228070175439,-2.93420912686007,-2.94810254848885,51.0382048886776,49.1228070175439,-2.93420912686007,-2.94810254848885,Mid of rain,EIR 10,Mid of rain
1,10,2-1,"High seasonality,
one transmission season",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 10,Mid of rain
1,10,2-1,"High seasonality,
one transmission season",1,11,99,60,20,5.22252119799902,9.0433873497125,-2.3621900626392,-2.36182891740417,5.22252119799902,9.0433873497125,-2.3621900626392,-2.36182891740417,Mid of rain,EIR 10,Mid of rain
1,10,2-1,"High seasonality,
one transmission season",1,11,99,60,40,26.2770811950401,25.405122843701,-5.79021458204542,-5.79957181623553,26.2770811950401,25.405122843701,-5.79021458204542,-5.79957181623553,Mid of rain,EIR 10,Mid of rain
1,10,2-1,"High seasonality,
one transmission season",1,11,99,60,60,43.9136083294035,41.4532148457919,0.954856585307717,0.940231546507027,43.9136083294035,41.4532148457919,0.954856585307717,0.940231546507027,Mid of rain,EIR 10,Mid of rain
1,10,2-1,"High seasonality,
one transmission season",1,11,99,60,80,58.4476453345909,58.4422373235755,-2.02739440343808,-2.02023645562025,58.4476453345909,58.4422373235755,-2.02739440343808,-2.02023645562025,Mid of rain,EIR 10,Mid of rain
1,10,2-1,"High seasonality,
one transmission season",1,11,99,60,100,71.4912341535133,69.5243073706221,-2.49141597336531,-2.49751135232432,71.4912341535133,69.5243073706221,-2.49141597336531,-2.49751135232432,Mid of rain,EIR 10,Mid of rain
1,90,0,No seasonality,1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 90,Mid of rain
1,90,0,No seasonality,1,11,99,60,20,-1.4507831443738,-0.118530225207437,-0.782859343280463,-0.754414321251033,-1.4507831443738,-0.118530225207437,-0.782859343280463,-0.754414321251033,Mid of rain,EIR 90,Mid of rain
1,90,0,No seasonality,1,11,99,60,40,1.39589750311291,-1.06677202686687,2.05136065739248,2.04013500474308,1.39589750311291,-1.06677202686687,2.05136065739248,2.04013500474308,Mid of rain,EIR 90,Mid of rain
1,90,0,No seasonality,1,11,99,60,60,-2.21426698997312,-1.04701698933227,-1.96275623315301,-1.95504456052211,-2.21426698997312,-1.04701698933227,-1.96275623315301,-1.95504456052211,Mid of rain,EIR 90,Mid of rain
1,90,0,No seasonality,1,11,99,60,80,-0.0991218297398202,-2.62741999209798,1.14288491519023,1.17253817873879,-0.0991218297398202,-2.62741999209798,1.14288491519023,1.17253817873879,Mid of rain,EIR 90,Mid of rain
1,90,0,No seasonality,1,11,99,60,100,3.68880660593749,-0.809956538917423,0.53872985370923,0.540263251106379,3.68880660593749,-0.809956538917423,0.53872985370923,0.540263251106379,Mid of rain,EIR 90,Mid of rain
1,90,1-1,"Medium seasonality,
one transmission season",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 90,Mid of rain
1,90,1-1,"Medium seasonality,
one transmission season",1,11,99,60,20,1.27745820298044,1.77427304090685,-0.427468669643382,-0.419242062039211,1.27745820298044,1.77427304090685,-0.427468669643382,-0.419242062039211,Mid of rain,EIR 90,Mid of rain
1,90,1-1,"Medium seasonality,
one transmission season",1,11,99,60,40,3.62414639889662,1.35534746180385,1.04811053263509,1.04882303534124,3.62414639889662,1.35534746180385,1.04811053263509,1.04882303534124,Mid of rain,EIR 90,Mid of rain
1,90,1-1,"Medium seasonality,
one transmission season",1,11,99,60,60,10.0151377535574,3.84425825529818,-0.852145085506437,-0.860020531374956,10.0151377535574,3.84425825529818,-0.852145085506437,-0.860020531374956,Mid of rain,EIR 90,Mid of rain
1,90,1-1,"Medium seasonality,
one transmission season",1,11,99,60,80,10.5540417801998,7.76244455396747,0.950635491576278,0.969856208587283,10.5540417801998,7.76244455396747,0.950635491576278,0.969856208587283,Mid of rain,EIR 90,Mid of rain
1,90,1-1,"Medium seasonality,
one transmission season",1,11,99,60,100,34.4178692770882,26.8851651059635,-3.31085145971413,-3.29937759782913,34.4178692770882,26.8851651059635,-3.31085145971413,-3.29937759782913,Mid of rain,EIR 90,Mid of rain
1,90,1-2,"Medium seasonality,
two transmission seasons",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 90,Mid of rain
1,90,1-2,"Medium seasonality,
two transmission seasons",1,11,99,60,20,4.00546328207378,0.0647528599179726,0.421946622402753,0.426224066390042,4.00546328207378,0.0647528599179726,0.421946622402753,0.426224066390042,Mid of rain,EIR 90,Mid of rain
1,90,1-2,"Medium seasonality,
two transmission seasons",1,11,99,60,40,5.95016524305235,1.10079861860565,0.533506070543351,0.548381742738589,5.95016524305235,1.10079861860565,0.533506070543351,0.548381742738589,Mid of rain,EIR 90,Mid of rain
1,90,1-2,"Medium seasonality,
two transmission seasons",1,11,99,60,60,8.18784632042291,3.25922728253831,1.80564364853375,1.79186721991701,8.18784632042291,3.25922728253831,1.80564364853375,1.79186721991701,Mid of rain,EIR 90,Mid of rain
1,90,1-2,"Medium seasonality,
two transmission seasons",1,11,99,60,80,15.1846688416002,6.4968702784373,1.12594072054808,1.10406639004149,15.1846688416002,6.4968702784373,1.12594072054808,1.10406639004149,Mid of rain,EIR 90,Mid of rain
1,90,1-2,"Medium seasonality,
two transmission seasons",1,11,99,60,100,24.4566794284784,15.2600906540039,0.969847460448121,0.954688796680498,24.4566794284784,15.2600906540039,0.969847460448121,0.954688796680498,Mid of rain,EIR 90,Mid of rain
1,90,2-1,"High seasonality,
one transmission season",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 90,Mid of rain
1,90,2-1,"High seasonality,
one transmission season",1,11,99,60,20,-3.63172817934338,-0.684931506849326,2.23841260066073,2.22651173457687,-3.63172817934338,-0.684931506849326,2.23841260066073,2.22651173457687,Mid of rain,EIR 90,Mid of rain
1,90,2-1,"High seasonality,
one transmission season",1,11,99,60,40,2.45056548742372,2.27272727272726,1.03805144852278,1.01960859261524,2.45056548742372,2.27272727272726,1.03805144852278,1.01960859261524,Mid of rain,EIR 90,Mid of rain
1,90,2-1,"High seasonality,
one transmission season",1,11,99,60,60,10.1245748688483,9.71357409713574,1.64606046688831,1.6311826312973,10.1245748688483,9.71357409713574,1.64606046688831,1.6311826312973,Mid of rain,EIR 90,Mid of rain
1,90,2-1,"High seasonality,
one transmission season",1,11,99,60,80,33.7146101134677,27.5840597758406,2.159084385389,2.14528705756441,33.7146101134677,27.5840597758406,2.159084385389,2.14528705756441,Mid of rain,EIR 90,Mid of rain
1,90,2-1,"High seasonality,
one transmission season",1,11,99,60,100,56.5253967976453,50.6226650062267,4.21326764400421,4.17590398287593,56.5253967976453,50.6226650062267,4.21326764400421,4.17590398287593,Mid of rain,EIR 90,Mid of rain
2,3,0,No seasonality,1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 3,Mid of rain
2,3,0,No seasonality,1,11,99,60,20,10.9099987517164,6.46492434662998,0.526657997399214,0.540907932372346,10.9099987517164,6.46492434662998,0.526657997399214,0.540907932372346,Mid of rain,EIR 3,Mid of rain
2,3,0,No seasonality,1,11,99,60,40,13.1898827791033,10.9697386519945,-0.197009102730817,-0.190450567811727,13.1898827791033,10.9697386519945,-0.197009102730817,-0.190450567811727,Mid of rain,EIR 3,Mid of rain
2,3,0,No seasonality,1,11,99,60,60,27.324692698483,21.939477303989,-1.23146944083225,-1.21775084251366,27.324692698483,21.939477303989,-1.23146944083225,-1.21775084251366,Mid of rain,EIR 3,Mid of rain
2,3,0,No seasonality,1,11,99,60,80,36.3104504890681,32.2558459422283,0.33094928478543,0.355413327291771,36.3104504890681,32.2558459422283,0.33094928478543,0.355413327291771,Mid of rain,EIR 3,Mid of rain
2,3,0,No seasonality,1,11,99,60,100,59.7541587863857,54.5392022008253,1.38426527958387,1.37775763926256,59.7541587863857,54.5392022008253,1.38426527958387,1.37775763926256,Mid of rain,EIR 3,Mid of rain
2,3,1-1,"Medium seasonality,
one transmission season",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 3,Mid of rain
2,3,1-1,"Medium seasonality,
one transmission season",1,11,99,60,20,32.3455295195706,24.6992782678428,1.58050042443106,1.56852285788675,32.3455295195706,24.6992782678428,1.58050042443106,1.56852285788675,Mid of rain,EIR 3,Mid of rain
2,3,1-1,"Medium seasonality,
one transmission season",1,11,99,60,40,40.2548599293101,37.7706495589415,2.68536858132236,2.71221098220011,40.2548599293101,37.7706495589415,2.68536858132236,2.71221098220011,Mid of rain,EIR 3,Mid of rain
2,3,1-1,"Medium seasonality,
one transmission season",1,11,99,60,60,50.8548239298338,48.2758620689655,-0.537612676340991,-0.524534364621239,50.8548239298338,48.2758620689655,-0.537612676340991,-0.524534364621239,Mid of rain,EIR 3,Mid of rain
2,3,1-1,"Medium seasonality,
one transmission season",1,11,99,60,80,70.5606918444823,70.2485966319166,0.609024886481552,0.603278022264134,70.5606918444823,70.2485966319166,0.609024886481552,0.603278022264134,Mid of rain,EIR 3,Mid of rain
2,3,1-1,"Medium seasonality,
one transmission season",1,11,99,60,100,79.0855314831784,75.2205292702486,-0.00494046736819833,0.00635029497120141,79.0855314831784,75.2205292702486,-0.00494046736819833,0.00635029497120141,Mid of rain,EIR 3,Mid of rain
2,3,1-2,"Medium seasonality,
two transmission seasons",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 3,Mid of rain
2,3,1-2,"Medium seasonality,
two transmission seasons",1,11,99,60,20,16.9495894819895,17.0307845084409,3.07279367547191,3.11998606511528,16.9495894819895,17.0307845084409,3.07279367547191,3.11998606511528,Mid of rain,EIR 3,Mid of rain
2,3,1-2,"Medium seasonality,
two transmission seasons",1,11,99,60,40,32.9661195697178,30.3376365441907,2.5499053960897,2.57871100152657,32.9661195697178,30.3376365441907,2.5499053960897,2.57871100152657,Mid of rain,EIR 3,Mid of rain
2,3,1-2,"Medium seasonality,
two transmission seasons",1,11,99,60,60,52.8069901335062,49.2055610724926,4.88933542586426,4.94753321165553,52.8069901335062,49.2055610724926,4.88933542586426,4.94753321165553,Mid of rain,EIR 3,Mid of rain
2,3,1-2,"Medium seasonality,
two transmission seasons",1,11,99,60,80,60.5470709090767,57.2989076464747,5.50022734273017,5.53749381964061,60.5470709090767,57.2989076464747,5.50022734273017,5.53749381964061,Mid of rain,EIR 3,Mid of rain
2,3,1-2,"Medium seasonality,
two transmission seasons",1,11,99,60,100,77.7319563468194,75.1737835153923,2.56457266900365,2.58920544109644,77.7319563468194,75.1737835153923,2.56457266900365,2.58920544109644,Mid of rain,EIR 3,Mid of rain
2,3,2-1,"High seasonality,
one transmission season",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 3,Mid of rain
2,3,2-1,"High seasonality,
one transmission season",1,11,99,60,20,65.4245507575709,59.0839694656489,7.19555659183266,7.19036162213094,65.4245507575709,59.0839694656489,7.19555659183266,7.19036162213094,Mid of rain,EIR 3,Mid of rain
2,3,2-1,"High seasonality,
one transmission season",1,11,99,60,40,50.0874681832897,41.3740458015267,2.70884684564654,2.70355157514049,50.0874681832897,41.3740458015267,2.70884684564654,2.70355157514049,Mid of rain,EIR 3,Mid of rain
2,3,2-1,"High seasonality,
one transmission season",1,11,99,60,60,73.2418450835645,70.0763358778626,4.60828725601227,4.59125020201928,73.2418450835645,70.0763358778626,4.60828725601227,4.59125020201928,Mid of rain,EIR 3,Mid of rain
2,3,2-1,"High seasonality,
one transmission season",1,11,99,60,80,81.5162844429775,79.2366412213741,3.43331556858304,3.41816618334507,81.5162844429775,79.2366412213741,3.43331556858304,3.41816618334507,Mid of rain,EIR 3,Mid of rain
2,3,2-1,"High seasonality,
one transmission season",1,11,99,60,100,88.0823648146855,85.9541984732825,1.96938911464926,1.96240764288481,88.0823648146855,85.9541984732825,1.96938911464926,1.96240764288481,Mid of rain,EIR 3,Mid of rain
2,10,0,No seasonality,1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 10,Mid of rain
2,10,0,No seasonality,1,11,99,60,20,5.44683921002796,3.04906006419073,1.94697232453026,1.92537702677181,5.44683921002796,3.04906006419073,1.94697232453026,1.92537702677181,Mid of rain,EIR 10,Mid of rain
2,10,0,No seasonality,1,11,99,60,40,8.62491357802025,4.83723062815221,2.72432985944804,2.73533634894797,8.62491357802025,4.83723062815221,2.72432985944804,2.73533634894797,Mid of rain,EIR 10,Mid of rain
2,10,0,No seasonality,1,11,99,60,60,10.4675804851655,9.26180651077487,-0.395285205432685,-0.383996258959181,10.4675804851655,9.26180651077487,-0.395285205432685,-0.383996258959181,Mid of rain,EIR 10,Mid of rain
2,10,0,No seasonality,1,11,99,60,80,15.6341118826465,12.0586886749198,0.173418996812399,0.161272433505084,15.6341118826465,12.0586886749198,0.173418996812399,0.161272433505084,Mid of rain,EIR 10,Mid of rain
2,10,0,No seasonality,1,11,99,60,100,31.4771395076202,25.6075194864741,-2.24646417934276,-2.2719029247865,31.4771395076202,25.6075194864741,-2.24646417934276,-2.2719029247865,Mid of rain,EIR 10,Mid of rain
2,10,1-1,"Medium seasonality,
one transmission season",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 10,Mid of rain
2,10,1-1,"Medium seasonality,
one transmission season",1,11,99,60,20,14.4958904261636,13.4288947566956,-1.0560727923873,-1.06737014059785,14.4958904261636,13.4288947566956,-1.0560727923873,-1.06737014059785,Mid of rain,EIR 10,Mid of rain
2,10,1-1,"Medium seasonality,
one transmission season",1,11,99,60,40,18.3477718765666,15.3526970954357,0.79756860267551,0.790615178436918,18.3477718765666,15.3526970954357,0.79756860267551,0.790615178436918,Mid of rain,EIR 10,Mid of rain
2,10,1-1,"Medium seasonality,
one transmission season",1,11,99,60,60,26.8011180852697,24.0286684270087,-1.7762583621339,-1.78582285039107,26.8011180852697,24.0286684270087,-1.7762583621339,-1.78582285039107,Mid of rain,EIR 10,Mid of rain
2,10,1-1,"Medium seasonality,
one transmission season",1,11,99,60,80,40.5093170689295,39.5322519803848,-2.58223816404081,-2.57802401714981,40.5093170689295,39.5322519803848,-2.58223816404081,-2.57802401714981,Mid of rain,EIR 10,Mid of rain
2,10,1-1,"Medium seasonality,
one transmission season",1,11,99,60,100,63.2256501044274,58.5439456808751,-1.19027814901279,-1.21936068810746,63.2256501044274,58.5439456808751,-1.19027814901279,-1.21936068810746,Mid of rain,EIR 10,Mid of rain
2,10,1-2,"Medium seasonality,
two transmission seasons",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 10,Mid of rain
2,10,1-2,"Medium seasonality,
two transmission seasons",1,11,99,60,20,10.8215112055901,9.58419345325863,1.5679714012194,1.55936085919749,10.8215112055901,9.58419345325863,1.5679714012194,1.55936085919749,Mid of rain,EIR 10,Mid of rain
2,10,1-2,"Medium seasonality,
two transmission seasons",1,11,99,60,40,16.4515747236604,13.5948097906222,1.70409549041247,1.72834638277097,16.4515747236604,13.5948097906222,1.70409549041247,1.72834638277097,Mid of rain,EIR 10,Mid of rain
2,10,1-2,"Medium seasonality,
two transmission seasons",1,11,99,60,60,28.7084504329301,26.2459451489236,1.42612246715371,1.42182541917797,28.7084504329301,26.2459451489236,1.42612246715371,1.42182541917797,Mid of rain,EIR 10,Mid of rain
2,10,1-2,"Medium seasonality,
two transmission seasons",1,11,99,60,80,36.3371168783549,31.2297257446181,1.1262042052166,1.12375373176364,36.3371168783549,31.2297257446181,1.1262042052166,1.12375373176364,Mid of rain,EIR 10,Mid of rain
2,10,1-2,"Medium seasonality,
two transmission seasons",1,11,99,60,100,51.558478629662,47.4196402241227,-0.591885350440022,-0.602715034078754,51.558478629662,47.4196402241227,-0.591885350440022,-0.602715034078754,Mid of rain,EIR 10,Mid of rain
2,10,2-1,"High seasonality,
one transmission season",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 10,Mid of rain
2,10,2-1,"High seasonality,
one transmission season",1,11,99,60,20,19.3728572696424,14.2857142857143,0.219279842673089,0.227099670037538,19.3728572696424,14.2857142857143,0.219279842673089,0.227099670037538,Mid of rain,EIR 10,Mid of rain
2,10,2-1,"High seasonality,
one transmission season",1,11,99,60,40,34.979987487386,32.7731092436975,-2.7590585196239,-2.78865036001977,34.979987487386,32.7731092436975,-2.7590585196239,-2.78865036001977,Mid of rain,EIR 10,Mid of rain
2,10,2-1,"High seasonality,
one transmission season",1,11,99,60,60,47.5121044748482,42.9621848739496,2.60910175533331,2.59695152089984,47.5121044748482,42.9621848739496,2.60910175533331,2.59695152089984,Mid of rain,EIR 10,Mid of rain
2,10,2-1,"High seasonality,
one transmission season",1,11,99,60,80,60.4888465714671,55.1470588235294,0.728986897938186,0.711356319382289,60.4888465714671,55.1470588235294,0.728986897938186,0.711356319382289,Mid of rain,EIR 10,Mid of rain
2,10,2-1,"High seasonality,
one transmission season",1,11,99,60,100,74.3511135897725,71.4285714285714,2.49563082177037,2.47405052299718,74.3511135897725,71.4285714285714,2.49563082177037,2.47405052299718,Mid of rain,EIR 10,Mid of rain
2,90,0,No seasonality,1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 90,Mid of rain
2,90,0,No seasonality,1,11,99,60,20,1.85017620725785,-0.255704169944941,1.97627602144907,1.95916505434697,1.85017620725785,-0.255704169944941,1.97627602144907,1.95916505434697,Mid of rain,EIR 90,Mid of rain
2,90,0,No seasonality,1,11,99,60,40,-1.52236720957551,-2.24232887490167,2.27020781049705,2.28044924732198,-1.52236720957551,-2.24232887490167,2.27020781049705,2.28044924732198,Mid of rain,EIR 90,Mid of rain
2,90,0,No seasonality,1,11,99,60,60,0.607200685779611,0,1.06956506039324,1.10856810281094,0.607200685779611,0,1.06956506039324,1.10856810281094,Mid of rain,EIR 90,Mid of rain
2,90,0,No seasonality,1,11,99,60,80,2.80344159761247,-0.688434303697887,3.05234080199325,3.05829518820883,2.80344159761247,-0.688434303697887,3.05234080199325,3.05829518820883,Mid of rain,EIR 90,Mid of rain
2,90,0,No seasonality,1,11,99,60,100,8.69209766009463,1.31785995279306,2.04813403867334,2.05079200289431,8.69209766009463,1.31785995279306,2.04813403867334,2.05079200289431,Mid of rain,EIR 90,Mid of rain
2,90,1-1,"Medium seasonality,
one transmission season",1,11,99,60,0,0,0,0,0,0,0,0,0,Mid of rain,EIR 90,Mid of rain
