file,developmentDuration,developmentSurvival,EIR,femaleEggsLaidByOviposit,LARVcov,LSMDeployTime,models,Seasonality_grp,seed
wu31052019_LSM_forPaper_constant_duration_1858.xml,developmentDuration11,developmentSurvival90,EIR10,femaleEggsLaidByOviposit50,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1859.xml,developmentDuration5,developmentSurvival90,EIR10,femaleEggsLaidByOviposit50,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1860.xml,developmentDuration11,developmentSurvival10,EIR3,femaleEggsLaidByOviposit50,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1861.xml,developmentDuration5,developmentSurvival10,EIR3,femaleEggsLaidByOviposit50,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1862.xml,developmentDuration11,developmentSurvival60,EIR3,femaleEggsLaidByOviposit50,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1863.xml,developmentDuration5,developmentSurvival60,EIR3,femaleEggsLaidByOviposit50,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1864.xml,developmentDuration11,developmentSurvival90,EIR3,femaleEggsLaidByOviposit50,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1865.xml,developmentDuration5,developmentSurvival90,EIR3,femaleEggsLaidByOviposit50,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1866.xml,developmentDuration11,developmentSurvival10,EIR90,femaleEggsLaidByOviposit50,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1867.xml,developmentDuration5,developmentSurvival10,EIR90,femaleEggsLaidByOviposit50,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1868.xml,developmentDuration11,developmentSurvival60,EIR90,femaleEggsLaidByOviposit50,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1869.xml,developmentDuration5,developmentSurvival60,EIR90,femaleEggsLaidByOviposit50,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1870.xml,developmentDuration11,developmentSurvival90,EIR90,femaleEggsLaidByOviposit50,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1871.xml,developmentDuration5,developmentSurvival90,EIR90,femaleEggsLaidByOviposit50,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1872.xml,developmentDuration11,developmentSurvival10,EIR10,femaleEggsLaidByOviposit99,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1873.xml,developmentDuration5,developmentSurvival10,EIR10,femaleEggsLaidByOviposit99,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1874.xml,developmentDuration11,developmentSurvival60,EIR10,femaleEggsLaidByOviposit99,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1875.xml,developmentDuration5,developmentSurvival60,EIR10,femaleEggsLaidByOviposit99,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1876.xml,developmentDuration11,developmentSurvival90,EIR10,femaleEggsLaidByOviposit99,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1877.xml,developmentDuration5,developmentSurvival90,EIR10,femaleEggsLaidByOviposit99,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1878.xml,developmentDuration11,developmentSurvival10,EIR3,femaleEggsLaidByOviposit99,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1879.xml,developmentDuration5,developmentSurvival10,EIR3,femaleEggsLaidByOviposit99,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1880.xml,developmentDuration11,developmentSurvival60,EIR3,femaleEggsLaidByOviposit99,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1881.xml,developmentDuration5,developmentSurvival60,EIR3,femaleEggsLaidByOviposit99,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1882.xml,developmentDuration11,developmentSurvival90,EIR3,femaleEggsLaidByOviposit99,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1883.xml,developmentDuration5,developmentSurvival90,EIR3,femaleEggsLaidByOviposit99,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1884.xml,developmentDuration11,developmentSurvival10,EIR90,femaleEggsLaidByOviposit99,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1885.xml,developmentDuration5,developmentSurvival10,EIR90,femaleEggsLaidByOviposit99,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1886.xml,developmentDuration11,developmentSurvival60,EIR90,femaleEggsLaidByOviposit99,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1887.xml,developmentDuration5,developmentSurvival60,EIR90,femaleEggsLaidByOviposit99,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1888.xml,developmentDuration11,developmentSurvival90,EIR90,femaleEggsLaidByOviposit99,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1889.xml,developmentDuration5,developmentSurvival90,EIR90,femaleEggsLaidByOviposit99,LARVcov10,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1890.xml,developmentDuration11,developmentSurvival10,EIR10,femaleEggsLaidByOviposit200,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1891.xml,developmentDuration5,developmentSurvival10,EIR10,femaleEggsLaidByOviposit200,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1892.xml,developmentDuration11,developmentSurvival60,EIR10,femaleEggsLaidByOviposit200,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1893.xml,developmentDuration5,developmentSurvival60,EIR10,femaleEggsLaidByOviposit200,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1894.xml,developmentDuration11,developmentSurvival90,EIR10,femaleEggsLaidByOviposit200,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1895.xml,developmentDuration5,developmentSurvival90,EIR10,femaleEggsLaidByOviposit200,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1896.xml,developmentDuration11,developmentSurvival10,EIR3,femaleEggsLaidByOviposit200,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1897.xml,developmentDuration5,developmentSurvival10,EIR3,femaleEggsLaidByOviposit200,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1898.xml,developmentDuration11,developmentSurvival60,EIR3,femaleEggsLaidByOviposit200,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1899.xml,developmentDuration5,developmentSurvival60,EIR3,femaleEggsLaidByOviposit200,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1900.xml,developmentDuration11,developmentSurvival90,EIR3,femaleEggsLaidByOviposit200,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1901.xml,developmentDuration5,developmentSurvival90,EIR3,femaleEggsLaidByOviposit200,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1902.xml,developmentDuration11,developmentSurvival10,EIR90,femaleEggsLaidByOviposit200,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1903.xml,developmentDuration5,developmentSurvival10,EIR90,femaleEggsLaidByOviposit200,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1904.xml,developmentDuration11,developmentSurvival60,EIR90,femaleEggsLaidByOviposit200,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1905.xml,developmentDuration5,developmentSurvival60,EIR90,femaleEggsLaidByOviposit200,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1906.xml,developmentDuration11,developmentSurvival90,EIR90,femaleEggsLaidByOviposit200,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1907.xml,developmentDuration5,developmentSurvival90,EIR90,femaleEggsLaidByOviposit200,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1908.xml,developmentDuration11,developmentSurvival10,EIR10,femaleEggsLaidByOviposit50,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1909.xml,developmentDuration5,developmentSurvival10,EIR10,femaleEggsLaidByOviposit50,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1910.xml,developmentDuration11,developmentSurvival60,EIR10,femaleEggsLaidByOviposit50,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1911.xml,developmentDuration5,developmentSurvival60,EIR10,femaleEggsLaidByOviposit50,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1912.xml,developmentDuration11,developmentSurvival90,EIR10,femaleEggsLaidByOviposit50,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1913.xml,developmentDuration5,developmentSurvival90,EIR10,femaleEggsLaidByOviposit50,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1914.xml,developmentDuration11,developmentSurvival10,EIR3,femaleEggsLaidByOviposit50,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1915.xml,developmentDuration5,developmentSurvival10,EIR3,femaleEggsLaidByOviposit50,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1916.xml,developmentDuration11,developmentSurvival60,EIR3,femaleEggsLaidByOviposit50,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1917.xml,developmentDuration5,developmentSurvival60,EIR3,femaleEggsLaidByOviposit50,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1918.xml,developmentDuration11,developmentSurvival90,EIR3,femaleEggsLaidByOviposit50,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1919.xml,developmentDuration5,developmentSurvival90,EIR3,femaleEggsLaidByOviposit50,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1920.xml,developmentDuration11,developmentSurvival10,EIR90,femaleEggsLaidByOviposit50,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1921.xml,developmentDuration5,developmentSurvival10,EIR90,femaleEggsLaidByOviposit50,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1922.xml,developmentDuration11,developmentSurvival60,EIR90,femaleEggsLaidByOviposit50,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1923.xml,developmentDuration5,developmentSurvival60,EIR90,femaleEggsLaidByOviposit50,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1924.xml,developmentDuration11,developmentSurvival90,EIR90,femaleEggsLaidByOviposit50,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1925.xml,developmentDuration5,developmentSurvival90,EIR90,femaleEggsLaidByOviposit50,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1926.xml,developmentDuration11,developmentSurvival10,EIR10,femaleEggsLaidByOviposit99,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1927.xml,developmentDuration5,developmentSurvival10,EIR10,femaleEggsLaidByOviposit99,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1928.xml,developmentDuration11,developmentSurvival60,EIR10,femaleEggsLaidByOviposit99,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1929.xml,developmentDuration5,developmentSurvival60,EIR10,femaleEggsLaidByOviposit99,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1930.xml,developmentDuration11,developmentSurvival90,EIR10,femaleEggsLaidByOviposit99,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1931.xml,developmentDuration5,developmentSurvival90,EIR10,femaleEggsLaidByOviposit99,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1932.xml,developmentDuration11,developmentSurvival10,EIR3,femaleEggsLaidByOviposit99,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1933.xml,developmentDuration5,developmentSurvival10,EIR3,femaleEggsLaidByOviposit99,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1934.xml,developmentDuration11,developmentSurvival60,EIR3,femaleEggsLaidByOviposit99,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1935.xml,developmentDuration5,developmentSurvival60,EIR3,femaleEggsLaidByOviposit99,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1936.xml,developmentDuration11,developmentSurvival90,EIR3,femaleEggsLaidByOviposit99,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1937.xml,developmentDuration5,developmentSurvival90,EIR3,femaleEggsLaidByOviposit99,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1938.xml,developmentDuration11,developmentSurvival10,EIR90,femaleEggsLaidByOviposit99,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1939.xml,developmentDuration5,developmentSurvival10,EIR90,femaleEggsLaidByOviposit99,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1940.xml,developmentDuration11,developmentSurvival60,EIR90,femaleEggsLaidByOviposit99,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1941.xml,developmentDuration5,developmentSurvival60,EIR90,femaleEggsLaidByOviposit99,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1942.xml,developmentDuration11,developmentSurvival90,EIR90,femaleEggsLaidByOviposit99,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1943.xml,developmentDuration5,developmentSurvival90,EIR90,femaleEggsLaidByOviposit99,LARVcov100,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1944.xml,developmentDuration11,developmentSurvival10,EIR10,femaleEggsLaidByOviposit200,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1945.xml,developmentDuration5,developmentSurvival10,EIR10,femaleEggsLaidByOviposit200,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1946.xml,developmentDuration11,developmentSurvival60,EIR10,femaleEggsLaidByOviposit200,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1947.xml,developmentDuration5,developmentSurvival60,EIR10,femaleEggsLaidByOviposit200,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1948.xml,developmentDuration11,developmentSurvival90,EIR10,femaleEggsLaidByOviposit200,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1949.xml,developmentDuration5,developmentSurvival90,EIR10,femaleEggsLaidByOviposit200,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1950.xml,developmentDuration11,developmentSurvival10,EIR3,femaleEggsLaidByOviposit200,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1951.xml,developmentDuration5,developmentSurvival10,EIR3,femaleEggsLaidByOviposit200,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1952.xml,developmentDuration11,developmentSurvival60,EIR3,femaleEggsLaidByOviposit200,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1953.xml,developmentDuration5,developmentSurvival60,EIR3,femaleEggsLaidByOviposit200,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1954.xml,developmentDuration11,developmentSurvival90,EIR3,femaleEggsLaidByOviposit200,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1955.xml,developmentDuration5,developmentSurvival90,EIR3,femaleEggsLaidByOviposit200,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1956.xml,developmentDuration11,developmentSurvival10,EIR90,femaleEggsLaidByOviposit200,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1957.xml,developmentDuration5,developmentSurvival10,EIR90,femaleEggsLaidByOviposit200,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1958.xml,developmentDuration11,developmentSurvival60,EIR90,femaleEggsLaidByOviposit200,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1959.xml,developmentDuration5,developmentSurvival60,EIR90,femaleEggsLaidByOviposit200,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1960.xml,developmentDuration11,developmentSurvival90,EIR90,femaleEggsLaidByOviposit200,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1961.xml,developmentDuration5,developmentSurvival90,EIR90,femaleEggsLaidByOviposit200,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1962.xml,developmentDuration11,developmentSurvival10,EIR10,femaleEggsLaidByOviposit50,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1963.xml,developmentDuration5,developmentSurvival10,EIR10,femaleEggsLaidByOviposit50,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1964.xml,developmentDuration11,developmentSurvival60,EIR10,femaleEggsLaidByOviposit50,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1965.xml,developmentDuration5,developmentSurvival60,EIR10,femaleEggsLaidByOviposit50,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1966.xml,developmentDuration11,developmentSurvival90,EIR10,femaleEggsLaidByOviposit50,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1967.xml,developmentDuration5,developmentSurvival90,EIR10,femaleEggsLaidByOviposit50,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1968.xml,developmentDuration11,developmentSurvival10,EIR3,femaleEggsLaidByOviposit50,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1969.xml,developmentDuration5,developmentSurvival10,EIR3,femaleEggsLaidByOviposit50,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1970.xml,developmentDuration11,developmentSurvival60,EIR3,femaleEggsLaidByOviposit50,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1971.xml,developmentDuration5,developmentSurvival60,EIR3,femaleEggsLaidByOviposit50,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1972.xml,developmentDuration11,developmentSurvival90,EIR3,femaleEggsLaidByOviposit50,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1973.xml,developmentDuration5,developmentSurvival90,EIR3,femaleEggsLaidByOviposit50,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1974.xml,developmentDuration11,developmentSurvival10,EIR90,femaleEggsLaidByOviposit50,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1975.xml,developmentDuration5,developmentSurvival10,EIR90,femaleEggsLaidByOviposit50,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1976.xml,developmentDuration11,developmentSurvival60,EIR90,femaleEggsLaidByOviposit50,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1977.xml,developmentDuration5,developmentSurvival60,EIR90,femaleEggsLaidByOviposit50,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1978.xml,developmentDuration11,developmentSurvival90,EIR90,femaleEggsLaidByOviposit50,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1979.xml,developmentDuration5,developmentSurvival90,EIR90,femaleEggsLaidByOviposit50,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1980.xml,developmentDuration11,developmentSurvival10,EIR10,femaleEggsLaidByOviposit99,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1981.xml,developmentDuration5,developmentSurvival10,EIR10,femaleEggsLaidByOviposit99,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1982.xml,developmentDuration11,developmentSurvival60,EIR10,femaleEggsLaidByOviposit99,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1983.xml,developmentDuration5,developmentSurvival60,EIR10,femaleEggsLaidByOviposit99,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1984.xml,developmentDuration11,developmentSurvival90,EIR10,femaleEggsLaidByOviposit99,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1985.xml,developmentDuration5,developmentSurvival90,EIR10,femaleEggsLaidByOviposit99,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1986.xml,developmentDuration11,developmentSurvival10,EIR3,femaleEggsLaidByOviposit99,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1987.xml,developmentDuration5,developmentSurvival10,EIR3,femaleEggsLaidByOviposit99,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1988.xml,developmentDuration11,developmentSurvival60,EIR3,femaleEggsLaidByOviposit99,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1989.xml,developmentDuration5,developmentSurvival60,EIR3,femaleEggsLaidByOviposit99,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1990.xml,developmentDuration11,developmentSurvival90,EIR3,femaleEggsLaidByOviposit99,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1991.xml,developmentDuration5,developmentSurvival90,EIR3,femaleEggsLaidByOviposit99,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1992.xml,developmentDuration11,developmentSurvival10,EIR90,femaleEggsLaidByOviposit99,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
wu31052019_LSM_forPaper_constant_duration_1993.xml,developmentDuration5,developmentSurvival10,EIR90,femaleEggsLaidByOviposit99,LARVcov20,LSM_endOfdryPartWet_1yrs_2mth,base,constant,1
